year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2016,Isaiah Cousins,Sacramento Kings,Oklahoma,2,29,59,G,10.79,2.97,3.24,30.5,37.0,8.78,4.80,8.25,8.75,75.25,76.5,98.5,194.0,78.25,
2017,Isaiah Hartenstein,Houston Rockets,BC Zalgiris (Lithuania),2,13,43,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,harteis01
2019,Isaiah Roby,Detroit Pistons,Nebraska,2,15,45,F,10.63,3.05,3.25,32.5,35.5,9,3.90,9.00,10.50,79.25,80.5,106.0,214.0,85.0,
2011,Isaiah Thomas,Sacramento Kings,Washington,2,30,60,G,10.49,3.04,3.14,31.5,40.0,13,6.70,8.25,9.00,68.75,70.25,91.5,186.0,73.75,thomais02
2016,Isaiah Whitehead,Brooklyn Nets,Seton Hall,2,12,42,G,11.65,3.21,3.34,27.5,35.5,8.78,9.25,8.50,8.75,75.25,76.5,100.0,210.0,80.75,whiteis01
2018,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2,14,44,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Ivan Rabb,Orlando Magic,California,2,5,35,F,12.68,3.23,3.35,28.5,32.5,3,6.80,8.75,9.00,80.75,82.0,109.0,219.6,85.5,rabbiv01
2016,Ivica Zubac,Los Angeles Lakers,KK Mega Vizura,2,2,32,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,zubaciv01
2012,Izzet Turkyilmaz,Denver Nuggets,Banvit B.K. (Turkey),2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,J.R. Giddens,Boston Celtics,New Mexico,1,30,30,G,11.11,3.04,3.22,30.1,36.1,10,5.40,8.46,9.1,76.0,76.75,103.0,208.0,83.25,giddejr01
2008,JJ Hickson,Cleveland Cavaliers,North Carolina State,1,19,19,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,JJ Redick,Orlando Magic,Duke,1,11,11,G,10.94,3.04,3.29,27.5,33.0,6,7.00,8.46,9.1,76.0,76.75,97.5,190.0,75.25,
2015,JP Tokoto,Philadelphia 76ers,North Carolina,2,28,58,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,JR Pinnock,Dallas Mavericks,George Washington,2,28,58,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2004,JR Smith,New Orleans Hornets,Saint Benedict's Preparatory School,1,18,18,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Ja Morant,Memphis Grizzlies,Murray State,1,2,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,
2011,JaJuan Johnson,New Jersey Nets,Purdue,1,27,27,F,11.21,3.1,3.14,33.5,38.0,15,7.50,9.00,10.00,81.0,82.0,107.5,219.8,86.0,johnsja02
2008,JaVale McGee,Washington Wizards,Nevada-Reno,1,18,18,C,12.75,3.1,3.25,27.0,32.5,7,5.30,9.12,9.86,83.0,84.0,114.5,241.0,90.0,mcgeeja01
2017,Jabari Bird,Boston Celtics,California,2,26,56,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,birdja01
2014,Jabari Parker,Milwaukee Bucks,Duke,1,2,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,parkeja01
2000,Jabari Smith,Sacramento Kings,Louisiana State,2,16,45,F,12.45,3.1,3.43,24.5,30.0,15,7.79,8.95,9.59,81.75,80.81,109.5,240.5,86.5,smithja01
2009,Jack McClinton,San Antonio Spurs,Miami (FL),2,21,51,G,10.44,3.04,3.21,30.0,36.5,13,6.20,8.46,9.1,71.75,72.75,96.0,185.2,74.5,
2004,Jackson Vroman,Chicago Bulls,Iowa State,2,2,31,F,10.75,3.1,3.25,29.5,33.5,12,6.70,8.95,9.59,81.25,82.75,105.5,226.0,84.0,vromaja01
2018,Jacob Evans,Golden State Warriors,Cincinnati,1,28,28,G,11.11,3.14,3.20,28.0,35.5,8,6.50,9.00,9.25,76.25,77.5,102.5,199.6,81.25,evansja02
2012,Jae Crowder,Cleveland Cavaliers,Marquette,2,4,34,F,11.45,3.1,3.37,31.0,34.5,20,9.00,9.50,10.50,76.75,78.5,99.5,241.2,81.25,crowdja01
2015,Jahlil Okafor,Philadelphia 76ers,Duke,1,3,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,okafoja01
2016,Jake Layman,Orlando Magic,Maryland,2,17,47,F,11.35,2.82,3.24,33.0,39.5,11.36,7.10,8.25,9.25,80.0,81.25,102.0,208.6,81.25,laymaja01
2000,Jake Tsakalidis,Phoenix Suns,A.E.K. Athens B.C. (Greece),1,25,25,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,tsakaja01
2000,Jake Voskuhl,Chicago Bulls,Connecticut,2,4,33,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,voskuja01
2016,Jakob Poeltl,Toronto Raptors,Utah,1,9,9,C,11.96,3.1,3.42,27.58,31.48,10.79,5.80,9.25,10.25,84.25,85.0,111.5,239.0,86.75,poeltja01
2018,Jalen Brunson,Dallas Mavericks,Villanova,2,3,33,G,10.59,3.11,3.15,29.0,37.0,7,6.70,8.25,9.25,73.0,74.25,96.0,198.4,76.0,brunsja01
2019,Jalen McDaniels,Charlotte Hornets,San Diego,2,22,52,F,11.54,3.23,3.32,29.5,33.5,0,5.70,9.00,10.00,80.25,81.75,105.5,191.6,84.25,
2013,Jamaal Franklin,Memphis Grizzlies,San Diego State,2,11,41,G,11.11,3.04,3.22,30.1,36.1,8.78,8.25,8.50,8.25,76.0,77.25,103.5,190.8,83.25,frankja01
2000,Jamaal Magloire,Charlotte Hornets,Kentucky,1,19,19,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,magloja01
2001,Jamaal Tinsley,Memphis Grizzlies,Iowa State,1,27,27,G,11.96,3.04,3.20,28.0,37.5,1,13.60,8.46,9.1,72.75,76.12,97.5,199.0,79.5,tinslja01
2000,Jamal Crawford,Cleveland Cavaliers,Michigan,1,8,8,G,11.11,3.04,3.22,30.1,36.1,0,6.39,8.46,9.1,76.5,76.12,102.5,175.0,82.0,crawfja01
2016,Jamal Murray,Denver Nuggets,Kentucky,1,7,7,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,murraja01
2002,Jamal Sampson,Utah Jazz,California,2,18,46,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,sampsja01
2004,Jameer Nelson,Denver Nuggets,Saint Joseph's,1,20,20,G,10.95,3.04,3.14,28.5,33.5,15,8.00,8.46,9.1,71.0,72.5,95.0,199.0,74.5,nelsoja01
2010,James Anderson,San Antonio Spurs,Oklahoma State,1,20,20,F,11.86,3.1,3.19,30.0,35.5,14,7.90,8.50,7.25,76.75,77.75,104.0,207.6,80.5,anderja01
2006,James Augustine,Orlando Magic,Illinois,2,11,41,F,10.54,3.1,3.25,30.0,32.5,13,5.50,8.95,9.59,80.25,81.75,104.0,227.0,84.25,augusja01
2013,James Ennis III,Atlanta Hawks,Long Beach State,2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,James Gist,San Antonio Spurs,Maryland,2,27,57,F,11.37,3.1,3.14,30.5,35.0,5,4.80,8.95,9.59,79.0,80.5,107.5,220.0,88.0,
2009,James Harden,Oklahoma City Thunder,Arizona State,1,3,3,G,11.10,3.04,3.13,31.5,37.0,17,10.10,8.46,9.1,76.0,77.25,103.5,222.0,82.75,hardeja01
2009,James Johnson,Chicago Bulls,Wake Forest,1,16,16,F,11.21,3.1,3.23,30.5,35.0,18,12.00,8.95,9.59,79.0,79.75,105.5,257.2,84.75,johnsja01
2003,James Jones,Indiana Pacers,Miami (FL),2,20,49,F,11.18,3.1,3.19,30.5,33.0,9,6.70,8.95,9.59,79.25,80.81,107.5,218.0,86.5,jonesja02
2003,James Lang,New Orleans Hornets,Central Park Christian,2,19,48,C,14.01,3.1,3.55,24.5,32.0,8,21.40,9.12,9.86,80.25,83.73,110.0,316.0,90.25,langja01
2006,James White,Portland Trail Blazers,Cincinnati,2,1,31,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,whiteja02
2014,James Young,Boston Celtics,Kentucky,1,17,17,G,11.11,3.04,3.22,28.0,35.5,8.78,5.10,9.00,9.50,77.25,78.75,104.0,213.3,84.0,youngja01
2007,JamesOn Curry,Chicago Bulls,Oklahoma State,2,21,51,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,curryja01
2001,Jamison Brewer,Indiana Pacers,Auburn,2,12,40,G,9.65,3.04,3.15,26.0,32.5,12,6.70,8.46,9.1,74.5,76.12,102.5,178.0,80.75,breweja01
2011,Jan Vesely,Washington Wizards,KK Partizan (Serbia),1,6,6,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Janis Timma,Memphis Grizzlies,BK Ventspils (Latvia),2,30,60,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2000,Jaquay Walls,Indiana Pacers,Colorado,2,27,56,G,10.75,3.04,3.23,28.5,35.5,0,6.39,8.46,9.1,73.25,76.12,96.5,165.5,74.5,
2012,Jared Cunningham,Cleveland Cavaliers,Oregon State,1,24,24,G,11.11,3.04,3.22,30.1,36.1,4,3.60,8.25,9.00,75.5,77.0,98.0,187.6,78.5,cunnija01
2007,Jared Dudley,Charlotte Bobcats,Boston College,1,22,22,F,11.32,3.1,3.45,28.0,32.0,14,7.10,8.95,9.59,77.0,79.25,102.0,219.0,79.0,dudleja01
2002,Jared Jeffries,Washington Wizards,Indiana,1,11,11,F,11.73,3.1,3.40,26.0,30.0,9,7.79,8.95,9.59,82.0,80.81,109.0,230.0,84.5,jeffrja01
2007,Jared Jordan,Los Angeles Clippers,Marist,2,15,45,G,11.02,3.04,3.39,24.5,28.5,6,7.00,8.46,9.1,72.0,73.75,94.0,183.0,72.0,
2012,Jared Sullinger,Boston Celtics,Ohio State,1,21,21,F,12.77,3.1,3.81,29.5,31.0,9,10.70,9.25,9.75,79.75,81.0,105.5,268.2,85.25,sullija01
2015,Jarell Martin,Memphis Grizzlies,Louisiana State,1,25,25,F,11.20,2.97,3.27,28.5,35.0,19,10.10,8.25,9.50,80.0,81.25,106.5,238.6,81.0,martija01
2018,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,1,4,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jacksja02
2014,Jarnell Stokes,Utah Jazz,Tennessee,2,5,35,F,11.92,3.20,3.26,31.0,36.0,11.36,8.20,9.75,10.50,79.0,80.5,103.5,262.8,85.25,stokeja01
2017,Jaron Blossomgame,San Antonio Spurs,Clemson,2,29,59,F,11.47,3.35,3.17,31.0,35.5,16,5.70,8.75,10.25,77.75,78.75,104.5,218.6,82.0,blossja01
2018,Jarred Vanderbilt,Orlando Magic,Kentucky,2,11,41,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,vandeja01
2019,Jarrell Brantley,Indiana Pacers,College of Charleston,2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Jarrett Allen,Brooklyn Nets,Texas,1,22,22,C,11.82,3.00,3.21,31.5,35.5,4,7.40,9.50,10.50,81.0,82.25,109.5,233.6,89.25,allenja01
2019,Jarrett Culver,Phoenix Suns,Texas Tech,1,6,6,G,11.11,3.04,3.22,30.1,36.1,8.78,5.00,8.25,8.50,77.25,78.75,100.5,194.2,81.5,
2005,Jarrett Jack,Denver Nuggets,Georgia Tech,1,22,22,G,10.87,3.04,3.24,26.0,28.5,5,6.39,8.46,9.1,74.5,75.5,100.0,197.6,79.5,jackja01
2001,Jarron Collins,Utah Jazz,Stanford,2,24,52,C,11.65,3.1,3.60,23.0,29.0,10,15.20,9.12,9.86,81.25,83.73,104.0,252.0,87.0,collija03
2003,Jarvis Hayes,Washington Wizards,Georgia,1,10,10,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,hayesja01
2010,Jarvis Varnado,Miami Heat,Mississippi State,2,11,41,F,11.61,3.1,3.37,29.5,32.5,3,9.50,9.25,9.50,80.25,82.0,109.5,210.2,87.5,varnaja01
2000,Jason Collier,Milwaukee Bucks,Georgia Tech,1,15,15,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,collija02
2001,Jason Collins,Houston Rockets,Stanford,1,18,18,F,12.10,3.1,3.54,25.5,28.5,8,12.90,8.95,9.59,82.25,80.81,110.0,251.0,88.5,collija04
2000,Jason Hart,Milwaukee Bucks,Syracuse,2,20,49,G,11.70,3.04,3.34,29.5,33.5,9,6.39,8.46,9.1,73.75,76.12,97.5,181.0,78.0,hartja01
2002,Jason Jennings,Portland Trail Blazers,Arkansas State,2,14,42,C,11.92,3.1,3.62,29.0,32.0,8,8.73,9.12,9.86,83.25,83.73,111.0,249.0,91.0,
2003,Jason Kapono,Cleveland Cavaliers,California-Los Angeles,2,2,31,G,11.04,3.04,3.38,23.5,30.0,8,11.70,8.46,9.1,78.5,76.12,102.0,215.0,78.5,kaponja01
2005,Jason Maxiell,Detroit Pistons,Cincinnati,1,26,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,77.0,78.25,107.0,257.6,87.25,maxieja01
2001,Jason Richardson,Golden State Warriors,Michigan State,1,5,5,F,11.75,3.1,3.12,32.5,39.5,15,5.30,8.95,9.59,76.75,80.81,102.5,213.0,83.5,richaja01
2007,Jason Smith,Miami Heat,Colorado State,1,20,20,F,10.96,3.1,3.29,33.5,37.5,15,7.50,8.95,9.59,82.75,83.5,106.0,233.0,82.75,smithja02
2008,Jason Thompson,Sacramento Kings,Rider,1,12,12,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,thompja02
2007,Javaris Crittenton,Los Angeles Lakers,Georgia Tech,1,19,19,G,11.60,3.04,3.32,32.5,38.0,11,4.50,8.46,9.1,75.0,76.75,98.0,194.0,77.5,crittja01
2017,Jawun Evans,Philadelphia 76ers,Oklahoma State,2,9,39,G,11.34,3.26,3.21,27.5,33.5,1,9.10,8.00,7.75,70.75,71.5,95.0,185.2,77.5,evansja01
2019,Jaxson Hayes,Atlanta Hawks,Texas,1,8,8,F,11.74,3.23,3.37,27.0,34.5,5,5.00,9.25,10.50,82.25,83.5,110.5,218.6,87.5,
2002,Jay Williams,Chicago Bulls,Duke,1,2,2,G,10.34,3.04,3.09,28.5,36.0,10,6.39,8.46,9.1,72.25,76.12,97.0,197.0,75.5,willija03
2016,Jaylen Brown,Boston Celtics,California,1,3,3,G,11.11,3.04,3.22,30.1,36.1,8.78,5.05,8.75,9.00,77.25,78.75,102.5,222.8,83.75,brownja02
2019,Jaylen Hands,LA Clippers,California-Los Angeles,2,26,56,G,10.73,3.03,3.12,33.0,41.5,6,5.10,8.00,8.25,73.5,75.0,97.0,180.4,77.5,
2019,Jaylen Nowell,Minnesota Timberwolves,Washington,2,13,43,G,10.76,3.13,3.23,32.0,38.5,2,6.10,8.25,8.50,75.25,76.25,98.0,202.4,79.25,
2017,Jayson Tatum,Boston Celtics,Duke,1,3,3,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,tatumja01
2009,Jeff Ayres,Sacramento Kings,Arizona State,2,1,31,F,11.98,3.1,3.14,31.0,35.0,15,5.50,8.95,9.59,80.75,82.0,107.0,239.6,85.0,pendeje02
2007,Jeff Green,Boston Celtics,Georgetown,1,5,5,F,12.00,3.1,3.34,33.5,38.0,17,3.70,8.95,9.59,79.0,81.5,103.0,228.0,85.25,greenje02
2009,Jeff Teague,Atlanta Hawks,Wake Forest,1,19,19,G,11.05,3.04,3.18,30.5,36.5,13,4.50,8.46,9.1,72.25,73.5,98.5,175.2,79.5,teaguje01
2001,Jeff Trepagnier,Cleveland Cavaliers,Southern California,2,7,35,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,trepaje01
2013,Jeff Withey,Portland Trail Blazers,Kansas,2,9,39,C,12.49,3.29,3.47,26.5,29.0,10,8.65,9.00,9.75,82.75,84.5,110.5,221.8,86.0,witheje01
2012,Jeffery Taylor,Charlotte Bobcats,Vanderbilt,2,1,31,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Jerami Grant,Philadelphia 76ers,Syracuse,2,9,39,F,11.46,3.1,3.3,29.41,34.23,11.36,3.75,9.25,9.25,78.5,79.75,107.0,214.0,86.75,grantje01
2010,Jeremy Evans,Utah Jazz,Western Kentucky,2,25,55,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,evansje01
2012,Jeremy Lamb,Houston Rockets,Connecticut,1,12,12,G,10.98,3.04,3.25,31.5,38.0,5,4.50,8.75,9.25,76.0,77.25,102.0,179.2,83.0,lambje01
2011,Jeremy Tyler,Charlotte Bobcats,Tokyo Apache (Japan),2,9,39,F,11.26,3.1,3.29,28.0,33.5,10,13.40,9.25,9.00,81.0,82.5,110.5,262.4,89.0,tylerje01
2015,Jerian Grant,Washington Wizards,Notre Dame,1,19,19,G,11.11,3.04,3.22,30.1,36.1,8.78,5.60,8.25,8.50,75.25,76.25,100.0,198.0,79.5,grantje02
2009,Jermaine Taylor,Washington Wizards,Central Florida,2,2,32,G,11.54,3.04,3.32,34.0,37.5,16,5.80,8.46,9.1,75.5,76.75,101.0,207.4,80.75,tayloje02
2007,Jermareo Davidson,Golden State Warriors,Alabama,2,6,36,F,12.63,3.1,3.53,27.0,30.0,7,6.90,8.95,9.59,81.0,83.0,109.5,230.0,88.0,davidje01
2003,Jerome Beasley,Miami Heat,North Dakota,2,4,33,F,11.36,3.1,3.25,27.0,32.0,10,9.90,8.95,9.59,81.0,80.81,107.0,237.0,84.5,beaslje01
2010,Jerome Jordan,Milwaukee Bucks,Tulsa,2,14,44,C,11.96,3.1,3.42,27.58,31.48,10.79,6.90,9.00,10.25,83.5,84.75,113.0,244.2,89.25,jordaje01
2000,Jerome Moiso,Boston Celtics,California-Los Angeles,1,11,11,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Jerome Robinson,LA Clippers,Boston College,1,13,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.05,9.00,10.00,76.0,77.0,98.0,188.4,79.25,robinje01
2008,Jerryd Bayless,Indiana Pacers,Arizona,1,11,11,G,11.26,3.04,3.07,31.0,38.0,10,4.70,8.46,9.1,73.75,75.0,97.0,204.0,75.5,bayleje01
2001,Jeryl Sasser,Orlando Magic,Southern Methodist,1,22,22,G,11.47,3.04,3.22,29.0,34.0,1,6.70,8.46,9.1,77.5,76.12,103.5,194.0,82.5,sasseje01
2018,Jevon Carter,Memphis Grizzlies,West Virginia,2,2,32,G,11.04,3.05,3.18,29.0,36.5,14,4.15,9.25,8.50,72.25,73.5,95.0,196.2,76.25,carteje01
2011,Jimmer Fredette,Milwaukee Bucks,Brigham Young,1,10,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,fredeji01
2011,Jimmy Butler,Chicago Bulls,Marquette,1,30,30,F,11.12,3.1,3.15,32.0,39.0,14,5.40,9.00,9.00,78.0,79.75,101.5,222.2,79.5,butleji01
2002,Jiri Welsch,Philadelphia 76ers,KK Olimpija (Slovenia),1,16,16,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Joakim Noah,Chicago Bulls,Florida,1,9,9,F,11.79,3.1,3.47,32.5,37.5,12,4.80,8.95,9.59,82.0,84.0,106.5,223.0,85.25,noahjo01
2009,Jodie Meeks,Milwaukee Bucks,Kentucky,2,11,41,G,10.96,3.04,3.10,28.5,37.0,14,8.00,8.46,9.1,75.0,76.0,98.0,211.4,76.5,meeksjo01
2008,Joe Alexander,Milwaukee Bucks,West Virginia,1,8,8,F,11.33,3.1,2.99,32.5,38.5,24,5.80,8.95,9.59,79.25,80.25,106.0,220.0,83.5,alexajo01
2008,Joe Crawford,Los Angeles Lakers,Kentucky,2,28,58,G,11.67,3.04,3.22,31.0,36.0,13,7.60,8.46,9.1,75.0,76.0,99.5,213.0,77.75,crawfjo01
2014,Joe Harris,Cleveland Cavaliers,Virginia,2,3,33,G,11.11,2.92,3.31,28.5,33.5,8.78,6.20,8.50,9.75,76.75,78.25,100.0,215.0,78.0,harrijo01
2001,Joe Johnson,Boston Celtics,Arkansas,1,10,10,F,12.05,3.1,3.40,32.5,36.5,12,6.70,8.95,9.59,78.75,80.81,105.0,226.0,81.0,johnsjo02
2015,Joe Young,Indiana Pacers,Oregon,2,13,43,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,youngjo01
2016,Joel Bolomboy,Utah Jazz,Weber State,2,22,52,F,10.26,2.86,3.17,37.5,40.5,11.36,5.15,9.00,10.25,79.5,81.0,103.5,224.4,85.75,bolomjo01
2014,Joel Embiid,Philadelphia 76ers,Kansas,1,3,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,embiijo01
2006,Joel Freeland,Portland Trail Blazers,CB Gran Canaria (Spain),1,30,30,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,freeljo01
2000,Joel Przybilla,Houston Rockets,Minnesota,1,9,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,przybjo01
2008,Joey Dorsey,Portland Trail Blazers,Memphis,2,3,33,F,11.84,3.1,3.20,27.5,33.0,19,9.00,8.95,9.59,78.25,79.25,107.0,265.0,85.75,dorsejo01
2005,Joey Graham,Toronto Raptors,Oklahoma State,1,16,16,F,10.62,3.1,3.05,30.0,36.0,26,7.79,8.95,9.59,77.25,78.5,104.0,216.6,80.0,grahajo01
2013,Joffrey Lauvergne,Memphis Grizzlies,KK Partizan (Serbia),2,25,55,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,lauvejo01
2005,Johan Petro,Seattle SuperSonics,Elan Bearnais Pau-Orthez (France),1,25,25,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,petrojo01
2017,John Collins,Atlanta Hawks,Wake Forest,1,19,19,F,11.66,3.27,3.27,33.0,37.5,15,5.40,9.00,10.00,80.25,81.5,106.5,225.2,83.25,collijo01
2012,John Henson,Milwaukee Bucks,North Carolina,1,14,14,F,11.46,3.1,3.3,25.5,30.0,5,8.60,9.25,10.00,81.0,82.5,112.0,216.0,89.0,hensojo01
2012,John Jenkins,Atlanta Hawks,Vanderbilt,1,23,23,G,11.36,3.04,3.37,30.5,36.5,10,7.10,9.00,9.00,75.25,76.25,98.0,212.0,80.5,jenkijo01
2002,John Salmons,San Antonio Spurs,Miami (FL),1,26,26,F,11.35,3.1,3.25,30.5,34.5,12,7.79,8.95,9.59,77.5,80.81,104.0,207.0,82.25,salmojo01
2010,John Wall,Washington Wizards,Kentucky,1,1,1,G,10.84,3.04,3.14,30.0,39.0,8.78,5.60,8.25,9.50,74.75,76.0,101.5,195.6,81.25,walljo01
2014,Johnny O'Bryant III,Milwaukee Bucks,Louisiana State,2,6,36,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Jon Brockman,Portland Trail Blazers,Washington,2,8,38,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,brockjo01
2011,Jon Diebler,Portland Trail Blazers,Ohio State,2,21,51,G,10.94,3.04,3.37,28.0,35.0,2,8.50,8.25,8.25,77.25,78.5,99.0,196.6,78.0,
2011,Jon Leuer,Milwaukee Bucks,Wisconsin,2,10,40,F,10.82,3.1,3.36,29.5,36.5,14,5.40,8.75,9.75,82.0,83.5,105.5,223.2,84.0,leuerjo01
2017,Jonah Bolden,Philadelphia 76ers,Red Star Belgrade (Serbia),2,6,36,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,boldejo01
2009,Jonas Jerebko,Detroit Pistons,Pallacanestro Biella (Italy),2,9,39,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jerebjo01
2011,Jonas Valanciunas,Toronto Raptors,BC Lietuvos rytas (Lithuania),1,5,5,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Jonathan Isaac,Orlando Magic,Florida State,1,6,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,isaacjo01
2009,Jonny Flynn,Minnesota Timberwolves,Syracuse,1,6,6,G,10.86,3.04,3.23,33.0,40.0,10,6.30,8.46,9.1,71.25,72.75,95.5,195.6,76.0,flynnjo01
2014,Jordan Adams,Memphis Grizzlies,California-Los Angeles,1,22,22,G,12.13,3.05,3.50,24.5,29.5,8.78,10.80,8.50,7.50,75.5,76.75,102.0,208.8,82.0,adamsjo01
2017,Jordan Bell,Chicago Bulls,Oregon,2,8,38,F,10.63,2.83,3.21,31.5,38.0,16,5.40,9.25,9.50,79.0,80.5,104.5,223.6,83.75,belljo01
2019,Jordan Bone,New Orleans Pelicans,Tennessee,2,27,57,G,9.97,2.78,3.08,36.0,42.5,7,5.00,7.50,9.25,73.5,74.75,95.0,179.0,75.25,
2014,Jordan Clarkson,Washington Wizards,Missouri,2,16,46,G,10.76,2.98,3.28,33.0,38.5,8.78,4.30,8.25,9.00,75.25,77.0,98.0,186.3,80.0,clarkjo01
2010,Jordan Crawford,New Jersey Nets,Xavier,1,27,27,G,11.03,3.04,3.37,31.5,34.5,7,4.90,8.00,9.00,75.0,76.5,101.0,198.4,79.0,crawfjo02
