season,player_name,pro_id,cbb_id
2010,Hassan Whiteside,whiteha01,hassan-whiteside-1
2010,Armon Johnson,johnsar02,armon-johnson-1
2010,Nemanja Bjelica,bjeline01,
2010,Darington Hobson,hobsoda01,darington-hobson-1
2010,Andy Rautins,rautian01,andy-rautins-1
2010,Landry Fields,fieldla01,landry-fields-1
2010,Lance Stephenson,stephla01,lance-stephenson-1
2010,Jarvis Varnado,varnaja01,jarvis-varnado-1
2010,Devin Ebanks,ebankde01,devin-ebanks-1
2010,Jerome Jordan,jordaje01,jerome-jordan-1
2010,Paulo Prestes,prestpa01,
2010,Gani Lawal,lawalga01,gani-lawal-1
2010,Latavious Williams,willila01,
2010,Ryan Richards,richary01,
2010,Solomon Alabi,alabiso01,solomon-alabi-1
2010,Luke Harangody,haranlu01,luke-harangody-1
2010,Pape Sy,sypa01,
2010,Willie Warren,warrewi01,willie-warren-1
2010,Jeremy Evans,evansje01,jeremy-evans-1
2010,Hamady N'Diaye,ndiayha01,hamady-ndiaye-1
2010,Ryan Reid,reidry01,ryan-reid-1
2010,Derrick Caracter,caracde01,derrick-caracter-1
2010,Dwayne Collins,collidw01,dwayne-collins-1
2011,Kyrie Irving,irvinky01,kyrie-irving-1
2011,Derrick Williams,willide02,derrick-williams-2
2011,Enes Kanter,kanteen01,
2011,Tristan Thompson,thomptr01,tristan-thompson-2
2011,Jonas Valančiūnas,valanjo01,
2011,Jan Veselý,veselja01,
2011,Bismack Biyombo,biyombi01,
2011,Brandon Knight,knighbr03,brandon-knight-1
2011,Kemba Walker,walkeke02,kemba-walker-1
2011,Jimmer Fredette,fredeji01,jimmer-fredette-1
2011,Klay Thompson,thompkl01,klay-thompson-1
2011,Alec Burks,burksal01,alec-burks-1
2011,Markieff Morris,morrima02,markieff-morris-1
2011,Marcus Morris,morrima03,marcus-morris-1
2011,Kawhi Leonard,leonaka01,kawhi-leonard-1
2011,Nikola Vučević,vucevni01,nikola-vucevic-1
2011,Iman Shumpert,shumpim01,iman-shumpert-1
2011,Chris Singleton,singlch01,chris-singleton-1
2011,Tobias Harris,harrito02,tobias-harris-1
2011,Donatas Motiejūnas,motiedo01,
2011,Nolan Smith,smithno01,nolan-smith-1
2011,Kenneth Faried,farieke01,kenneth-faried-1
2011,Nikola Mirotić,mirotni01,
2011,Reggie Jackson,jacksre01,reggie-jackson-1
2011,MarShon Brooks,brookma01,marshon-brooks-1
2011,Jordan Hamilton,hamiljo02,jordan-hamilton-2
2011,JaJuan Johnson,johnsja02,jajuan-johnson-1
2011,Norris Cole,coleno01,norris-cole-1
2011,Cory Joseph,josepco01,cory-joseph-1
2011,Jimmy Butler,butleji01,jimmy-butler-1
2011,Bojan Bogdanović,bogdabo02,
2011,Justin Harper,harpeju01,justin-harper-1
2011,Kyle Singler,singlky01,kyle-singler-1
2011,Shelvin Mack,macksh01,shelvin-mack-1
2011,Tyler Honeycutt,honeyty01,tyler-honeycutt-1
2011,Jordan Williams,willijo03,jordan-williams-1
2011,Trey Thompkins,thomptr02,trey-thompkins-1
2011,Chandler Parsons,parsoch01,chandler-parsons-1
2011,Jeremy Tyler,tylerje01,
2011,Jon Leuer,leuerjo01,jon-leuer-1
2011,Darius Morris,morrida01,darius-morris-1
2011,Dāvis Bertāns,bertada01,
2011,Malcolm Lee,leema01,malcolm-lee-1
2011,Charles Jenkins,jenkich01,charles-jenkins-1
2011,Josh Harrellson,harrejo01,josh-harrellson-1
2011,Andrew Goudelock,goudean01,andrew-goudelock-1
2011,Travis Leslie,leslitr01,travis-leslie-1
2011,Keith Benson,bensoke02,keith-benson-1
2011,Josh Selby,selbyjo01,josh-selby-1
2011,Lavoy Allen,allenla01,lavoy-allen-1
2011,Jon Diebler,diebljo01,jon-diebler-1
2011,Vernon Macklin,macklve01,vernon-macklin-1
2011,DeAndre Liggins,liggide01,deandre-liggins-1
2011,Milan Mačvan,macvami01,
2011,E'Twaun Moore,mooreet01,etwaun-moore-1
2011,Chukwudiebere Maduabum,maduach01,
2011,Ater Majok,majokat01,ater-majok-1
2011,Ádám Hanga,hangaad01,
2011,Isaiah Thomas,thomais02,isaiah-thomas-1
2012,Anthony Davis,davisan02,anthony-davis-5
2012,Michael Kidd-Gilchrist,kiddgmi01,michael-kidd-gilchrist-1
2012,Bradley Beal,bealbr01,bradley-beal-1
2012,Dion Waiters,waitedi01,dion-waiters-1
2012,Thomas Robinson,robinth01,thomas-robinson-2
2012,Damian Lillard,lillada01,damian-lillard-1
2012,Harrison Barnes,barneha02,harrison-barnes-1
2012,Terrence Ross,rosste01,terrence-ross-1
2012,Andre Drummond,drumman01,andre-drummond-1
2012,Austin Rivers,riverau01,austin-rivers-1
2012,Meyers Leonard,leoname01,meyers-leonard-1
2012,Jeremy Lamb,lambje01,jeremy-lamb-1
2012,Kendall Marshall,marshke01,kendall-marshall-1
2012,John Henson,hensojo01,john-henson-1
2012,Maurice Harkless,harklma01,maurice-harkless-1
2012,Royce White,whitero03,royce-white-1
2012,Tyler Zeller,zellety01,tyler-zeller-1
2012,Terrence Jones,joneste01,terrence-jones-1
2012,Andrew Nicholson,nichoan01,andrew-nicholson-1
2012,Evan Fournier,fournev01,
2012,Jared Sullinger,sullija01,jared-sullinger-1
2012,Fab Melo,melofa01,fab-melo-1
2012,John Jenkins,jenkijo01,john-jenkins-1
2012,Jared Cunningham,cunnija01,jared-cunningham-2
2012,Tony Wroten,wroteto01,tony-wroten-1
2012,Miles Plumlee,plumlmi01,miles-plumlee-1
2012,Arnett Moultrie,moultar01,arnett-moultrie-1
2012,Perry Jones,jonespe01,perry-jones-1
2012,Marquis Teague,teaguma01,marquis-teague-1
2012,Festus Ezeli,ezelife01,festus-ezeli-1
2012,Jeffery Taylor,tayloje03,jeffery-taylor-1
2012,Tomáš Satoranský,satorto01,
2012,Bernard James,jamesbe01,bernard-james--1
2012,Jae Crowder,crowdja01,jae-crowder-1
2012,Draymond Green,greendr01,draymond-green-1
2012,Orlando Johnson,johnsor01,orlando-johnson-1
2012,Quincy Acy,acyqu01,quincy-acy-1
2012,Quincy Miller,millequ01,quincy-miller-1
2012,Khris Middleton,middlkh01,khris-middleton-1
2012,Will Barton,bartowi01,will-barton-1
2012,Tyshawn Taylor,tayloty01,tyshawn-taylor-1
2012,Doron Lamb,lambdo01,doron-lamb-1
2012,Mike Scott,scottmi01,mike-scott-4
2012,Kim English,engliki01,kim-english-1
2012,Justin Hamilton,hamilju01,justin-hamilton-2
2012,Darius Miller,milleda01,darius-miller-1
2012,Kevin Murphy,murphke01,kevin-murphy-1
2012,Kostas Papanikolaou,papanko01,
2012,Kyle O'Quinn,oquinky01,kyle-oquinn-1
2012,İzzet Türkyılmaz,turkyiz01,
2012,Kris Joseph,josepkr01,kris-joseph-1
2012,Ognjen Kuzmić,kuzmiog01,
2012,Furkan Aldemir,aldemfu01,
2012,Tornike Shengelia,shengto01,
2012,Darius Johnson-Odom,johnsda03,darius-johnson-odom-1
2012,Tomislav Zubčić,zubcito01,
2012,İlkan Karaman,karamil01,
2012,Robbie Hummel,hummero01,robbie-hummel-1
2012,Marcus Denmon,denmoma01,marcus-denmon-1
2012,Robert Sacre,sacrero01,robert-sacre-1
2013,Anthony Bennett,bennean01,anthony-bennett-1
2013,Victor Oladipo,oladivi01,victor-oladipo-1
2013,Otto Porter,porteot01,otto-porter-1
2013,Cody Zeller,zelleco01,cody-zeller-1
2013,Alex Len,lenal01,alex-len-1
2013,Nerlens Noel,noelne01,nerlens-noel-1
2013,Ben McLemore,mclembe01,ben-mclemore-1
2013,Kentavious Caldwell-Pope,caldwke01,kentavious-caldwell-pope-1
2013,Trey Burke,burketr01,trey-burke-1
2013,CJ McCollum,mccolcj01,cj-mccollum-1
2013,Michael Carter-Williams,cartemi01,michael-carter-williams-1
2013,Steven Adams,adamsst01,steven-adams-1
2013,Kelly Olynyk,olynyke01,kelly-olynyk-1
2013,Shabazz Muhammad,muhamsh01,shabazz-muhammad-1
2013,Giannis Antetokounmpo,antetgi01,
2013,Lucas Nogueira,noguelu01,
2013,Dennis Schröder,schrode01,
2013,Shane Larkin,larkish01,shane-larkin-1
2013,Sergey Karasev,karasse01,
2013,Tony Snell,snellto01,tony-snell-1
2013,Gorgui Dieng,dienggo01,gorgui-dieng-1
2013,Mason Plumlee,plumlma01,mason-plumlee-1
2013,Solomon Hill,hillso01,solomon-hill-1
2013,Tim Hardaway,hardati02,tim-hardaway-jr-1
2013,Reggie Bullock,bullore01,reggie-bullock-2
2013,Andre Roberson,roberan03,andre-roberson-1
2013,Rudy Gobert,goberru01,
2013,Livio Jean-Charles,jeancli01,
2013,Archie Goodwin,goodwar01,archie-goodwin-1
2013,Nemanja Nedović,nedovne01,
2013,Allen Crabbe,crabbal01,allen-crabbe-1
2013,Álex Abrines,abrinal01,
2013,Carrick Felix,felixca01,carrick-felix-1
2013,Isaiah Canaan,canaais01,isaiah-canaan-1
2013,Glen Rice,ricegl02,glen-rice-jr-1
2013,Ray McCallum,mccalra01,ray-mccallum-2
2013,Tony Mitchell,mitchto02,tony-mitchell-4
2013,Nate Wolters,woltena01,nate-wolters-1
2013,Jeff Withey,witheje01,jeff-withey-1
2013,Grant Jerrett,jerregr01,grant-jerrett-1
2013,Jamaal Franklin,frankja01,jamaal-franklin-1
2013,Pierre Jackson,jackspi01,pierre-jackson-1
2013,Ricky Ledo,ledori01,
2013,Mike Muscala,muscami01,mike-muscala-1
2013,Marko Todorović,todorma01,
2013,Erick Green,greener01,erick-green-1
2013,Raul Neto,netora01,
2013,Ryan Kelly,kellyry01,ryan-kelly-3
2013,Erik Murphy,murpher01,erik-murphy-1
2013,James Ennis,ennisja01,james-ennis-1
2013,Lorenzo Brown,brownlo01,lorenzo-brown-1
2013,Colton Iverson,iversco01,colton-iverson-1
2013,Arsalan Kazemi,kazemar01,arsalan-kazemi-1
2013,Joffrey Lauvergne,lauvejo01,
2013,Peyton Siva,sivape01,peyton-siva-1
2013,Alex Oriakhi,oriakal01,alex-oriakhi-1
2013,Deshaun Thomas,thomade01,deshaun-thomas-1
2013,Bojan Dubljević,dubljbo01,
2013,Jānis Timma,timmaja01,
2014,Andrew Wiggins,wiggian01,andrew-wiggins-1
2014,Jabari Parker,parkeja01,jabari-parker-1
2014,Joel Embiid,embiijo01,joel-embiid-1
2014,Aaron Gordon,gordoaa01,aaron-gordon-1
2014,Dante Exum,exumda01,
2014,Marcus Smart,smartma01,marcus-smart-1
2014,Julius Randle,randlju01,julius-randle-1
2014,Nik Stauskas,stausni01,nik-stauskas-1
2014,Noah Vonleh,vonleno01,noah-vonleh-1
2014,Elfrid Payton,paytoel01,elfrid-payton-1
2014,Doug McDermott,mcderdo01,doug-mcdermott-1
2014,Dario Šarić,saricda01,
2014,Zach LaVine,lavinza01,zach-lavine-1
2014,T.J. Warren,warretj01,tj-warren-1
2014,Adreian Payne,paynead01,adreian-payne-1
2014,Jusuf Nurkić,nurkiju01,
2014,James Young,youngja01,james-young-1
2014,Tyler Ennis,ennisty01,tyler-ennis-1
2014,Gary Harris,harriga01,gary-harris-1
2014,Bruno Caboclo,cabocbr01,
2014,Mitch McGary,mcgarmi01,mitch-mcgary-1
2014,Jordan Adams,adamsjo01,jordan-adams-1
2014,Rodney Hood,hoodro01,rodney-hood-1
2014,Shabazz Napier,napiesh01,shabazz-napier-1
2014,Clint Capela,capelca01,
2014,P.J. Hairston,hairspj02,pj-hairston-1
2014,Bogdan Bogdanović,bogdabo01,
2014,C.J. Wilcox,wilcocj01,cj-wilcox-1
2014,Josh Huestis,huestjo01,josh-huestis-1
2014,Kyle Anderson,anderky01,kyle-anderson-3
2014,Damien Inglis,inglida01,
2014,K.J. McDaniels,mcdankj01,kj-mcdaniels-1
2014,Joe Harris,harrijo01,joe-harris--1
2014,Cleanthony Early,earlycl01,cleanthony-early-1
2014,Jarnell Stokes,stokeja01,jarnell-stokes-1
2014,Johnny O'Bryant,obryajo01,johnny-obryant-1
2014,DeAndre Daniels,daniede01,deandre-daniels-1
2014,Spencer Dinwiddie,dinwisp01,spencer-dinwiddie-1
2014,Jerami Grant,grantje01,jerami-grant-1
2014,Glenn Robinson,robingl02,glenn-robinson-2
2014,Nikola Jokić,jokicni01,
2014,Nick Johnson,johnsni01,nick-johnson-1
2014,Edy Tavares,tavarwa01,
2014,Markel Brown,brownma02,markel-brown-1
2014,Dwight Powell,poweldw01,dwight-powell-1
2014,Jordan Clarkson,clarkjo01,jordan-clarkson-1
2014,Russ Smith,smithru01,russ-smith-1
2014,Lamar Patterson,pattela01,lamar-patterson-1
2014,Cameron Bairstow,bairsca01,cameron-bairstow-1
2014,Alec Brown,brownal01,alec-brown-1
2014,Thanasis Antetokounmpo,antetth01,
2014,Vasilije Micić,micicva01,
2014,Alessandro Gentile,gential01,
2014,Nemanja Dangubić,dangune01,
2014,Semaj Christon,chrisse01,semaj-christon-1
2014,Devyn Marble,marblde01,roy-devyn-marble-1
2014,Louis Labeyrie,labeylo01,
2014,Jordan McRae,mcraejo01,jordan-mcrae-1
2014,Xavier Thames,thamexa01,xavier-thames-1
2014,Cory Jefferson,jeffeco01,cory-jefferson-1
2015,Karl-Anthony Towns,townska01,karl-anthony-towns-1
2015,D'Angelo Russell,russeda01,dangelo-russell-1
2015,Jahlil Okafor,okafoja01,jahlil-okafor-1
2015,Kristaps Porziņģis,porzikr01,
2015,Mario Hezonja,hezonma01,
2015,Willie Cauley-Stein,caulewi01,willie-cauley-stein-1
2015,Emmanuel Mudiay,mudiaem01,
2015,Stanley Johnson,johnsst04,stanley-johnson-1
2015,Frank Kaminsky,kaminfr01,frank-kaminsky-1
2015,Justise Winslow,winslju01,justise-winslow-1
2015,Myles Turner,turnemy01,myles-turner-1
2015,Trey Lyles,lylestr01,trey-lyles-1
2015,Devin Booker,bookede01,devin-booker-2
2015,Cameron Payne,payneca01,cameron-payne-1
2015,Kelly Oubre,oubreke01,kelly-oubre-1
2015,Terry Rozier,roziete01,terry-rozier-1
2015,Rashad Vaughn,vaughra01,rashad-vaughn-1
2015,Sam Dekker,dekkesa01,sam-dekker-1
2015,Jerian Grant,grantje02,jerian-grant-1
2015,Delon Wright,wrighde01,delon-wright-1
2015,Justin Anderson,anderju01,justin-anderson-1
2015,Bobby Portis,portibo01,bobby-portis-1
2015,Rondae Hollis-Jefferson,holliro01,rondae-hollis-jefferson-1
2015,Tyus Jones,jonesty01,tyus-jones-1
2015,Jarell Martin,martija01,jarell-martin-1
2015,Nikola Milutinov,milutni01,
2015,Larry Nance,nancela02,larry-nance-2
2015,R.J. Hunter,hunterj01,rj-hunter-1
2015,Chris McCullough,mcculch01,chris-mccullough-1
2015,Kevon Looney,looneke01,kevon-looney-1
2015,Cedi Osman,osmande01,
2015,Montrezl Harrell,harremo01,montrezl-harrell-1
2015,Jordan Mickey,mickejo01,jordan-mickey-1
2015,Anthony Brown,brownan02,anthony-brown-5
2015,Willy Hernangómez,hernawi01,
2015,Rakeem Christmas,chrisra01,rakeem-christmas-1
2015,Richaun Holmes,holmeri01,richaun-holmes-1
2015,Darrun Hilliard,hillida01,darrun-hilliard-1
2015,Juan Pablo Vaulet,vauleju01,
2015,Josh Richardson,richajo01,josh-richardson-2
2015,Pat Connaughton,connapa01,pat-connaughton-1
2015,Olivier Hanlan,hanlaol01,olivier-hanlan-1
2015,Joe Young,youngjo01,joseph-young-1
2015,Andrew Harrison,harrian01,andrew-harrison-1
2015,Marcus Thornton,thornma02,marcus-thornton-3
2015,Norman Powell,powelno01,norman-powell-1
2015,Artūras Gudaitis,gudaiar01,
2015,Dakari Johnson,johnsda04,dakari-johnson-1
2015,Aaron White,whiteaa01,aaron-white-3
2015,Marcus Eriksson,eriksma01,
2015,Tyler Harvey,harvety01,tyler-harvey-1
2015,Satnam Singh Bhamara,singhsa01,
2015,Sir'Dominic Pointer,pointsi01,sirdominic-pointer-1
2015,Dani Díez de la Faya,diezda01,
2015,Cady Lalanne,lalanca01,cady-lalanne-1
2015,Branden Dawson,dawsobr01,branden-dawson-1
2015,Nikola Radičević,radicni01,
2015,J.P. Tokoto,tokotjp01,jp-tokoto-1
2015,Dimitrios Agravanis,agravdi01,
2015,Luka Mitrović,mitrolu01,
2016,Ben Simmons,simmobe01,ben-simmons-1
2016,Brandon Ingram,ingrabr01,brandon-ingram-1
2016,Jaylen Brown,brownja02,jaylen-brown-1
2016,Dragan Bender,bendedr01,
2016,Kris Dunn,dunnkr01,kris-dunn-1
2016,Buddy Hield,hieldbu01,buddy-hield-1
2016,Jamal Murray,murraja01,jamal-murray-1
2016,Marquese Chriss,chrisma01,marquese-chriss-1
2016,Jakob Pöltl,poeltja01,jakob-poeltl-1
2016,Thon Maker,makerth01,
2016,Domantas Sabonis,sabondo01,domantas-sabonis-1
2016,Taurean Waller-Prince,princta02,taurean-prince-1
2016,Georgios Papagiannis,papagge01,
2016,Denzel Valentine,valende01,denzel-valentine-1
2016,Juan Hernangómez,hernaju01,
2016,Guerschon Yabusele,yabusgu01,
2016,Wade Baldwin,baldwwa01,wade-baldwin-1
2016,Henry Ellenson,ellenhe01,henry-ellenson-1
2016,Malik Beasley,beaslma01,malik-beasley-1
2016,Caris LeVert,leverca01,caris-levert-1
2016,DeAndre' Bembry,bembrde01,deandre-bembry-1
2016,Malachi Richardson,richama01,malachi-richardson-1
2016,Ante Žižić,zizican01,
2016,Timothé Luwawu-Cabarrot,luwawti01,
2016,Brice Johnson,johnsbr02,brice-johnson-1
2016,Furkan Korkmaz,korkmfu01,
2016,Pascal Siakam,siakapa01,pascal-siakam-1
2016,Skal Labissière,labissk01,skal-labissiere-1
2016,Dejounte Murray,murrade01,dejounte-murray-1
2016,Damian Jones,jonesda03,damian-jones-1
2016,Deyonta Davis,davisde01,deyonta-davis-1
2016,Ivica Zubac,zubaciv01,
2016,Cheick Diallo,diallch01,cheick-diallo-1
2016,Tyler Ulis,ulisty01,tyler-ulis-1
2016,Rade Zagorac,zagorra01,
2016,Malcolm Brogdon,brogdma01,malcolm-brogdon-1
2016,Chinanu Onuaku,onuakch01,chinanu-onuaku-1
2016,Patrick McCaw,mccawpa01,patrick-mccaw-1
2016,David Michineau,michida01,
2016,Diamond Stone,stonedi01,diamond-stone-1
2016,Stephen Zimmerman,zimmest01,stephen-zimmermanjr-1
2016,Isaiah Whitehead,whiteis01,isaiah-whitehead-1
2016,Zhou Qi,qizh01,
2016,Isaïa Cordinier,cordiis01,
2016,Demetrius Jackson,jacksde01,demetrius-jackson-2
2016,A.J. Hammons,hammoaj01,aj-hammons-1
2016,Jake Layman,laymaja01,jake-layman-1
2016,Paul Zipser,zipsepa01,
2016,Michael Gbinije,gbinimi01,michael-gbinije-1
2016,Georges Niang,niangge01,georges-niang-1
2016,Ben Bentil,bentibe01,ben-bentil-1
2016,Joel Bolomboy,bolomjo01,joel-bolomboy-1
2016,Petr Cornelie,cornepe01,
2016,Kay Felder,feldeka01,kahlil-felder-1
2016,Marcus Paige,paigema01,marcus-paige-1
2016,Daniel Hamilton,hamilda02,daniel-hamilton-1
2016,Wang Zhelin,sheliwa01,
2016,Abdel Nader,naderab01,abdel-nader-1
2016,Isaiah Cousins,cousiis01,isaiah-cousins-1
2016,Tyrone Wallace,wallaty01,tyrone-wallace-1
2017,Markelle Fultz,fultzma01,markelle-fultz-1
2017,Lonzo Ball,balllo01,lonzo-ball-1
2017,Jayson Tatum,tatumja01,jayson-tatum-1
2017,Josh Jackson,jacksjo02,josh-jackson-2
2017,De'Aaron Fox,foxde01,deaaron-fox-1
2017,Jonathan Isaac,isaacjo01,jonathan-isaac-1
2017,Lauri Markkanen,markkla01,lauri-markkanen-1
2017,Frank Ntilikina,ntilila01,
2017,Dennis Smith,smithde03,dennis-smithjr-1
2017,Zach Collins,colliza01,zach-collins-1
2017,Malik Monk,monkma01,malik-monk-1
2017,Luke Kennard,kennalu01,luke-kennard-1
2017,Donovan Mitchell,mitchdo01,donovan-mitchell-1
2017,Bam Adebayo,adebaba01,edrice-adebayo-1
2017,Justin Jackson,jacksju01,justin-jackson-4
2017,Justin Patton,pattoju01,justin-patton-1
2017,D.J. Wilson,wilsodj01,dj-wilson-1
2017,T.J. Leaf,leaftj01,tj-leaf-1
2017,John Collins,collijo01,john-collins-1
2017,Harry Giles,gilesha01,harry-giles-1
2017,Terrance Ferguson,fergute01,
2017,Jarrett Allen,allenja01,jarrett-allen-1
2017,OG Anunoby,anunoog01,og-anunoby-1
2017,Tyler Lydon,lydonty01,tyler-lydon-1
2017,Anžejs Pasečņiks,pasecan01,
2017,Caleb Swanigan,swanica01,caleb-swanigan-1
2017,Kyle Kuzma,kuzmaky01,kyle-kuzma-1
2017,Tony Bradley,bradlto01,tony-bradley-1
2017,Derrick White,whitede01,derrick-white-1
2017,Josh Hart,hartjo01,josh-hart-1
2017,Frank Jackson,jacksfr01,frank-jackson-2
2017,Davon Reed,reedda01,davon-reed-1
2017,Wesley Iwundu,iwundwe01,wesley-iwundu-1
2017,Frank Mason,masonfr01,frank-mason-1
2017,Ivan Rabb,rabbiv01,ivan-rabb-1
2017,Jonah Bolden,boldejo01,jonah-bolden-1
2017,Semi Ojeleye,ojelese01,semi-ojeleye-1
2017,Jordan Bell,belljo01,jordan-bell-1
2017,Jawun Evans,evansja01,jawun-evans-1
2017,Dwayne Bacon,bacondw01,dwayne-bacon-1
2017,Tyler Dorsey,dorsety01,tyler-dorsey-1
2017,Thomas Bryant,bryanth01,thomas-bryant-1
2017,Isaiah Hartenstein,harteis01,
2017,Damyean Dotson,dotsoda01,damyean-dotson-1
2017,Dillon Brooks,brookdi01,dillon-brooks-1
2017,Sterling Brown,brownst02,sterling-brown-2
2017,Ike Anigbogu,anigbik01,ike-anigbogu-1
2017,Sindarius Thornwell,thornsi01,sindarius-thornwell-1
2017,Vlatko Čančar,cancavl01,
2017,Mathias Lessort,lessoma01,
2017,Monte Morris,morrimo01,monte-morris-1
2017,Edmond Sumner,sumneed01,edmond-sumner-1
2017,Kadeem Allen,allenka01,kadeem-allen-1
2017,Alec Peters,peteral01,alec-peters-1
2017,Nigel Williams-Goss,willini01,nigel-williams-goss-1
2017,Jabari Bird,birdja01,jabari-bird-1
2017,Aleksandar Vezenkov,vezenal01,
2017,Ognjen Jaramaz,jaramog01,
2017,Jaron Blossomgame,blossja01,jaron-blossomgame-1
2017,Alpha Kaba,kabaal01,
2018,Deandre Ayton,aytonde01,deandre-ayton-1
2018,Marvin Bagley,baglema01,marvin-bagleyiii-1
2018,Luka Dončić,doncilu01,
2018,Jaren Jackson,jacksja02,jaren-jacksonjr-1
2018,Trae Young,youngtr01,trae-young-1
2018,Mohamed Bamba,bambamo01,mohamed-bamba-1
2018,Wendell Carter,cartewe01,wendell-carterjr-1
2018,Collin Sexton,sextoco01,collin-sexton-1
2018,Kevin Knox,knoxke01,kevin-knox-1
2018,Mikal Bridges,bridgmi01,mikal-bridges-1
2018,Shai Gilgeous-Alexander,gilgesh01,shai-gilgeous-alexander-1
2018,Miles Bridges,bridgmi02,miles-bridges-1
2018,Jerome Robinson,robinje01,jerome-robinson-2
2018,Michael Porter,portemi01,michael-porterjr-1
2018,Troy Brown,browntr01,troy-brown-5
2018,Zhaire Smith,smithzh01,zhaire-smith-1
2018,Donte DiVincenzo,divindo01,donte-divincenzo-1
2018,Lonnie Walker,walkelo01,lonnie-walker-2
2018,Kevin Huerter,huertke01,kevin-huerter-1
2018,Josh Okogie,okogijo01,josh-okogie-1
2018,Grayson Allen,allengr01,grayson-allen-1
2018,Chandler Hutchison,hutchch01,chandler-hutchison-1
2018,Aaron Holiday,holidaa01,aaron-holiday-1
2018,Anfernee Simons,simonan01,
2018,Moritz Wagner,wagnemo01,moritz-wagner-1
2018,Landry Shamet,shamela01,landry-shamet-1
2018,Robert Williams,williro04,robert-williams-3
2018,Jacob Evans,evansja02,jacob-evans-1
2018,Džanan Musa,musadz01,
2018,Omari Spellman,spellom01,omari-spellman-1
2018,Élie Okobo,okoboel01,
2018,Jevon Carter,carteje01,jevon-carter-1
2018,Jalen Brunson,brunsja01,jalen-brunson-1
2018,Devonte' Graham,grahade01,devonte-graham-1
2018,Melvin Frazier,frazime01,melvin-frazier-1
2018,Mitchell Robinson,robinmi01,
2018,Gary Trent,trentga02,gary-trentjr-1
2018,Khyri Thomas,thomakh01,khyri-thomas-1
2018,Isaac Bonga,bongais01,
2018,Rodions Kurucs,kurucro01,
2018,Jarred Vanderbilt,vandeja01,jarred-vanderbilt-1
2018,Bruce Brown,brownbr01,bruce-brown-2
2018,Justin Jackson,jacksju02,justin-jackson-5
2018,Issuf Sanon,sanonis01,
2018,Hamidou Diallo,diallha01,hamidou-diallo-1
2018,De'Anthony Melton,meltode01,deanthony-melton-1
2018,Sviatoslav Mykhailiuk,mykhasv01,sviatoslav-mykhailiuk-1
2018,Keita Bates-Diop,bateske01,keita-bates-diop-1
2018,Chimezie Metu,metuch01,chimezie-metu-1
2018,Alize Johnson,johnsal02,alize-johnson-1
2018,Tony Carr,carrto01,tony-carr-1
2018,Vince Edwards,edwarvi01,vince-edwards-2
2018,Devon Hall,hallde01,devon-hall-1
2018,Shake Milton,miltosh01,malik-milton-1
2018,Arnoldas Kulboka,kulboar01,
2018,Ray Spalding,spaldra01,raymond-spalding-1
2018,Kevin Hervey,herveke01,kevin-hervey-1
2018,Thomas Welsh,welshth01,thomas-welsh-1
2018,George King,kingge03,george-king-1
2018,Kostas Antetokounmpo,antetko01,kostas-antetokounmpo-1
2019,Zion Williamson,willizi01,zion-williamson-1
2019,Ja Morant,moranja01,temetrius-morant-1
2019,RJ Barrett,barrerj01,rj-barrett-1
2019,De'Andre Hunter,huntede01,deandre-hunter-1
2019,Darius Garland,garlada01,darius-garland-1
2019,Jarrett Culver,culveja01,jarrett-culver-1
2019,Coby White,whiteco01,coby-white-1
2019,Jaxson Hayes,hayesja02,jaxson-hayes-1
2019,Rui Hachimura,hachiru01,rui-hachimura-1
2019,Cam Reddish,reddica01,cam-reddish-1
2019,Cameron Johnson,johnsca02,cameron-johnson-4
2019,PJ Washington,washipj01,pj-washington-1
2019,Tyler Herro,herroty01,tyler-herro-1
2019,Romeo Langford,langfro01,romeo-langford-1
2019,Sekou Doumbouya,doumbse01,
2019,Chuma Okeke,okekech01,chuma-okeke-1
2019,Nickeil Alexander-Walker,alexani01,nickeil-alexander-walker-1
2019,Goga Bitadze,bitadgo01,
2019,Luka Šamanić,samanlu01,
2019,Matisse Thybulle,thybuma01,matisse-thybulle-1
2019,Brandon Clarke,clarkbr01,brandon-clarke-1
2019,Grant Williams,willigr01,grant-williams-1
2019,Darius Bazley,bazleda01,
2019,Ty Jerome,jeromty01,ty-jerome-1
2019,Nassir Little,littlna01,nassir-little-1
2019,Dylan Windler,windldy01,dylan-windler-1
2019,Mfiondu Kabengele,kabenmf01,mfiondu-kabengele-1
2019,Jordan Poole,poolejo01,jordan-poole-1
2019,Keldon Johnson,johnske04,keldon-johnson-1
2019,Kevin Porter,porteke02,kevin-porterjr-1
2019,Nicolas Claxton,claxtni01,nicolas-claxton-1
2019,KZ Okpala,okpalkz01,kezie-okpala-1
2019,Carsen Edwards,edwarca01,carsen-edwards-1
2019,Bruno Fernando,fernabr01,bruno-fernando-1
2019,Marcos Louzada Silva,louzama01,
2019,Cody Martin,martico01,cody-martin-1
2019,Deividas Sirvydis,sirvyde01,
2019,Daniel Gafford,gaffoda01,daniel-gafford-1
2019,Alen Smailagić,smailal01,
2019,Justin James,jamesju01,justin-james-2
2019,Eric Paschall,pascher01,eric-paschall-1
2019,Admiral Schofield,schofad01,admiral-schofield-1
2019,Jaylen Nowell,nowelja01,jaylen-nowell-1
2019,Bol Bol,bolbo01,bol-bol-1
2019,Isaiah Roby,robyis01,isaiah-roby-1
