player_id,season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes
joey-graham-1,2003-04,,40,,6,,big-12,,,122,1.7,0.599,297,0.576,171,0.37,110,0.709,78,35,27,7-Jun,864,,,61,3.1,108,,434,,Forward,,23,oklahoma-state,0.098,29,0.483,14,,183,0.621,17.5,74,268,0.586,157,,225,4.8,0.222
joey-graham-1,2004-05,13.5,67,0.4,5,,big-12,,,151,1.6,0.563,380,0.529,201,0.466,177,0.887,157,33,33,7-Jun,1009,,,53,4.3,102,,585,,Forward,,30,oklahoma-state,0.145,55,0.473,26,12.8,204,0.63,15.9,88,325,0.538,175,27.7,225,5.8,0.232
danny-granger-1,2001-02,,21,,70,,mvc,,,128,2.7,0.452,249,0.446,111,0.498,124,0.79,98,29,17,8-Jun,712,,,79,1.2,107,,323,,Forward,,37,new-mexico,0.068,17,0.176,3,,207,0.525,15.2,55,232,0.466,108,,225,3.9,0.219
danny-granger-1,2002-03,,16,,19,,mvc,,,79,1.3,0.534,191,0.518,99,0.497,95,0.684,65,14,13,8-Jun,380,,,32,1.3,54,,269,,Forward,,19,new-mexico,0.105,20,0.3,6,,111,0.57,11.6,31,171,0.544,93,,225,2.6,0.274
danny-granger-1,2003-04,17.3,46,3.4,31,,mwc,,,139,1.4,0.534,277,0.491,136,0.632,175,0.76,133,22,22,8-Jun,703,,,58,2.8,69,,429,,Forward,,29,new-mexico,0.26,72,0.333,24,17.4,197,0.596,14.1,59,205,0.546,112,32.1,225,4.2,0.239
danny-granger-1,2004-05,17.8,71,4.7,60,,mwc,,,197,3.3,0.589,349,0.524,183,0.585,204,0.755,154,30,30,8-Jun,900,,,69,4.3,72,,565,,Forward,,63,new-mexico,0.298,104,0.433,45,17.8,266,0.634,13.9,72,245,0.563,138,29.8,225,7.6,0.339
hakim-warrick-1,2001-02,,18,,22,,big-east,,,98,1.7,0.555,172,0.552,95,0.349,60,0.383,23,35,19,9-Jun,609,,,70,0.8,71,,214,,Forward,,20,syracuse,0.012,2,0.5,1,,168,0.534,16.6,40,170,0.553,94,,219,2.4,0.161
hakim-warrick-1,2002-03,9,57,2.4,44,,big-east,,,185,2.9,0.541,364,0.541,197,0.511,186,0.667,124,35,35,9-Jun,1146,,,112,2.6,94,,518,,Forward,,49,syracuse,0.003,1,0,0,13.2,297,0.573,16.9,92,363,0.543,197,22.1,219,5.5,0.193
hakim-warrick-1,2003-04,14.5,82,2,35,,big-east,,,168,2.5,0.512,434,0.512,222,0.569,247,0.692,171,31,31,9-Jun,1156,,,98,2.9,84,,615,,Forward,,29,syracuse,0.014,6,0,0,12.3,266,0.558,14.7,95,428,0.519,222,27.4,219,5.4,0.188
hakim-warrick-1,2004-05,8,50,1.5,27,,big-east,,,188,2.9,0.557,462,0.548,253,0.671,310,0.681,211,34,34,9-Jun,1275,,,106,4.5,79,,726,,Forward,,33,syracuse,0.067,31,0.29,9,12.9,294,0.596,12.4,86,431,0.566,244,26.9,219,7.5,0.235
julius-hodge-1,2001-02,15.4,71,0.8,10,,acc,,,97,1.5,0.506,260,0.442,115,0.462,120,0.742,89,33,33,7-Jun,907,,,63,1.6,86,,352,,Guard,,31,north-carolina-state,0.365,95,0.347,33,10.7,160,0.555,16.1,61,165,0.497,82,20.9,210,3.2,0.139
julius-hodge-1,2002-03,22,109,1.6,23,,acc,,,138,1.3,0.493,374,0.439,164,0.586,219,0.817,179,31,31,7-Jun,1093,,,52,3,81,,548,,Guard,,39,north-carolina-state,0.334,125,0.328,41,10.9,190,0.573,15.4,87,249,0.494,123,27,210,4.3,0.156
julius-hodge-1,2003-04,23.8,112,1.7,25,,acc,,,143,2.4,0.542,373,0.507,189,0.515,192,0.828,159,31,29,7-Jun,1081,,,55,3.9,82,,563,,Guard,,43,north-carolina-state,0.193,72,0.361,26,11,198,0.606,17,95,301,0.542,163,26.9,210,6.3,0.232
julius-hodge-1,2004-05,30.3,162,1.5,24,,acc,,,140,2.3,0.51,400,0.493,197,0.633,253,0.668,169,34,32,7-Jun,1177,,,85,2.8,75,,577,,Guard,,48,north-carolina-state,0.138,55,0.255,14,11.5,225,0.555,14.6,89,345,0.53,183,26.8,210,5.1,0.172
nate-robinson-1,2002-03,20.3,52,0,0,,pac-10,,,56,0.7,0.498,260,0.462,120,0.219,57,0.719,41,23,10,9-May,576,,,33,0.9,61,,300,,Guard,,26,washington,0.285,74,0.257,19,8.7,89,0.523,12.8,42,186,0.543,101,26.7,180,1.6,0.109
nate-robinson-1,2003-04,18.5,84,0.2,3,,pac-10,,,69,0.9,0.521,309,0.447,138,0.33,102,0.853,87,31,21,9-May,833,,,52,1.9,75,,409,,Guard,,53,washington,0.421,130,0.354,46,8.2,121,0.572,14.6,61,179,0.514,92,22.8,180,2.8,0.136
nate-robinson-1,2004-05,22.2,149,0.4,6,,pac-10,,,82,1.9,0.539,406,0.463,188,0.429,174,0.782,136,35,35,9-May,1101,,,53,3.1,99,,574,,Guard,,61,washington,0.397,161,0.385,62,7,135,0.587,12.7,71,245,0.514,126,22.9,180,4.9,0.179
jarrett-jack-1,2002-03,,185,,3,,acc,,,94,1.6,0.495,213,0.455,97,0.554,118,0.703,83,31,31,3-Jun,984,,,16,1.4,67,,294,,Guard,,51,georgia-tech,0.282,60,0.283,17,,110,0.546,28.3,106,153,0.523,80,,202,3,0.12
jarrett-jack-1,2003-04,,213,,5,,acc,,,166,2.4,0.503,318,0.456,145,0.604,192,0.802,154,38,38,3-Jun,1185,,,19,2.8,81,,474,,Guard,,74,georgia-tech,0.299,95,0.316,30,,185,0.579,22.1,116,223,0.516,115,,202,5.2,0.176
jarrett-jack-1,2004-05,26.2,145,0.2,3,,acc,,,146,2.1,0.586,319,0.514,164,0.445,142,0.866,123,32,31,3-Jun,1091,,,9,4,54,,497,,Guard,,58,georgia-tech,0.326,104,0.442,46,7.6,155,0.643,22.2,110,215,0.549,118,21.8,202,6.1,0.222
francisco-garcia-1,2002-03,,67,,40,,cusa,,,58,2.2,0.599,258,0.488,126,0.213,55,0.891,49,32,15,7-Jun,696,,,36,2.5,74,,358,,Forward,,28,louisville,0.519,134,0.425,57,,94,0.63,15,50,124,0.556,69,,195,4.7,0.268
francisco-garcia-1,2003-04,35.7,131,3.2,38,,cusa,,,95,3.5,0.507,345,0.432,149,0.4,138,0.797,110,28,27,7-Jun,850,,,32,2.4,77,,460,,Forward,,52,louisville,0.464,160,0.325,52,8.1,127,0.56,16.1,79,185,0.524,97,28.3,195,5.9,0.277
francisco-garcia-1,2004-05,24,148,3.3,56,,cusa,,,113,4,0.52,428,0.437,187,0.4,171,0.877,150,38,38,7-Jun,1211,,,45,3.4,110,,595,,Forward,,65,louisville,0.453,194,0.366,71,7.3,158,0.584,17,104,234,0.496,116,24.5,195,7.5,0.247
luther-head-1,2001-02,,59,,5,,big-ten,,,50,0.9,0.573,124,0.508,63,0.202,25,0.56,14,35,13,3-Jun,581,,,17,0.9,55,,156,,Guard,,34,illinois,0.444,55,0.291,16,,67,0.574,24,43,69,0.681,47,,185,1.7,0.118
luther-head-1,2002-03,15.4,42,0.4,3,,big-ten,,,48,1.1,0.626,131,0.519,68,0.351,46,0.739,34,25,8,3-Jun,509,,,23,1.6,42,,198,,Guard,,27,illinois,0.504,66,0.424,28,8.2,71,0.648,20.7,40,65,0.615,40,19.4,185,2.7,0.214
luther-head-1,2003-04,16,75,0.5,6,,big-ten,,,85,1.5,0.55,239,0.448,107,0.301,72,0.778,56,29,24,3-Jun,863,,,25,2,47,,319,,Guard,,30,illinois,0.598,143,0.343,49,7.7,110,0.584,14.1,45,96,0.604,58,19.1,185,3.5,0.16
luther-head-1,2004-05,21.8,150,0.5,9,,big-ten,,,131,2.8,0.589,462,0.463,214,0.214,99,0.788,78,39,39,3-Jun,1297,,,24,4.4,54,,622,,Guard,,67,illinois,0.613,283,0.41,116,7.3,155,0.611,11.9,69,179,0.547,98,23.4,185,7.2,0.222
jason-maxiell-1,2001-02,,3,,52,,cusa,,,158,4.6,0.552,212,0.552,117,0.387,82,0.585,48,35,3,7-Jun,732,,,79,1.4,91,,282,,Forward,,24,cincinnati,0,0,,0,,237,0.562,9.4,26,212,0.552,117,,260,6,0.326
jason-maxiell-1,2002-03,,13,,43,,cusa,,,119,3.1,0.445,290,0.445,129,0.441,128,0.672,86,29,27,7-Jun,879,,,76,0.5,80,,344,,Forward,,13,cincinnati,0.003,1,0,0,,195,0.49,12.7,51,289,0.446,129,,260,3.6,0.165
jason-maxiell-1,2003-04,9.2,43,5.4,66,,cusa,,,128,3.6,0.5,304,0.5,152,0.628,191,0.681,130,32,32,7-Jun,915,,,94,1.9,78,,434,,Forward,,21,cincinnati,0.003,1,0,0,13.8,222,0.55,10.8,48,303,0.502,152,23.6,260,5.5,0.239
jason-maxiell-1,2004-05,5.7,28,5.7,90,,cusa,,,148,4.4,0.546,302,0.543,164,0.904,273,0.645,176,33,33,7-Jun,1037,,,106,3,82,,506,,Forward,,33,cincinnati,0.017,5,0.4,2,12.7,254,0.586,12.9,64,297,0.545,162,22.9,260,7.3,0.283
linas-kleiza-1,2003-04,,13,,5,,big-12,,,84,0.5,0.466,146,0.438,64,0.452,66,0.621,41,16,0,8-Jun,370,,,51,0.3,51,,177,,Forward,,7,missouri,0.158,23,0.348,8,,135,0.499,13.2,27,123,0.455,56,,245,0.9,0.094
linas-kleiza-1,2004-05,13.3,53,0.7,9,,big-12,,,179,1.5,0.441,409,0.403,165,0.565,231,0.732,169,33,28,8-Jun,1038,,,71,1.5,92,,530,,Forward,,20,missouri,0.276,113,0.274,31,14.1,250,0.511,14.6,89,296,0.453,134,30.3,245,3,0.115
wayne-simien-1,2001-02,,9,,27,,big-12,,,105,1.5,0.553,179,0.553,99,0.469,84,0.738,62,32,0,9-Jun,490,,,64,1.3,57,,260,,Forward,,20,kansas,0,0,,0,,169,0.594,13.4,34,179,0.553,99,,255,2.8,0.232
wayne-simien-1,2002-03,,9,,5,,big-12,,,80,1.2,0.646,147,0.646,95,0.463,68,0.676,46,16,12,9-Jun,390,,,51,1.8,33,,236,,Forward,,15,kansas,0,0,,0,,131,0.658,10,20,147,0.646,95,,255,3,0.308
wayne-simien-1,2003-04,7.8,39,1.9,30,,big-12,,,199,2.5,0.535,376,0.532,200,0.548,206,0.811,167,32,31,9-Jun,1045,,,98,3.6,90,,569,,Forward,,28,kansas,0.029,11,0.182,2,15.3,297,0.6,13,71,365,0.542,198,25.1,255,6,0.231
wayne-simien-1,2004-05,9.1,36,1.3,16,,big-12,,,203,2,0.558,346,0.552,191,0.503,174,0.816,142,26,26,9-Jun,892,,,84,3.6,67,,528,,Forward,,15,kansas,0.04,14,0.286,4,18.2,287,0.616,12.3,60,332,0.563,187,27.6,255,5.7,0.255
david-lee-1,2001-02,,32,,21,,sec,,,79,1.8,0.579,145,0.579,84,0.628,91,0.549,50,31,0,9-Jun,557,,,66,1.2,46,,218,,Forward,,20,florida,0,0,,0,,145,0.579,22,53,145,0.579,84,,249,3,0.212
david-lee-1,2002-03,14.4,61,3.9,48,,sec,,,152,2.7,0.648,230,0.648,149,0.509,117,0.624,73,33,33,9-Jun,866,,,72,3,76,,371,,Forward,,24,florida,0,0,,0,15.3,224,0.65,17.6,61,230,0.648,149,20.7,249,5.7,0.262
david-lee-1,2003-04,21.2,88,1.3,16,,sec,,,143,1.3,0.588,255,0.588,150,0.569,145,0.772,112,31,30,9-Jun,851,,,69,3.1,83,,412,,Forward,,35,florida,0.008,2,0,0,14.6,212,0.636,16.5,64,253,0.593,150,23.1,249,4.4,0.205
david-lee-1,2004-05,16.4,70,2,24,,sec,,,210,2.7,0.525,305,0.525,160,0.528,161,0.714,115,32,32,9-Jun,897,,,78,2.3,76,,435,,Forward,,34,florida,0.013,4,0,0,18.9,288,0.57,18.2,85,301,0.532,160,26.5,249,5,0.225
salim-stoudamire-1,2001-02,,38,,0,,pac-10,,,58,0.5,0.569,291,0.443,129,0.392,114,0.904,103,34,28,1-Jun,1021,,,14,2.8,81,,434,,Guard,,27,arizona,0.553,161,0.453,73,,72,0.629,13.5,54,130,0.431,56,,179,3.3,0.13
salim-stoudamire-1,2002-03,11.9,54,0.2,2,,pac-10,,,41,0.8,0.608,264,0.473,125,0.307,81,0.864,70,30,27,1-Jun,774,,,8,2.8,65,,391,,Guard,,18,arizona,0.606,160,0.444,71,3.2,49,0.646,17,62,104,0.519,54,20.8,179,3.6,0.187
salim-stoudamire-1,2003-04,14.9,86,0.1,2,,pac-10,,,63,0.6,0.569,334,0.452,151,0.35,117,0.795,93,29,29,1-Jun,927,,,16,2.7,69,,473,,Guard,,24,arizona,0.563,188,0.415,78,4.6,79,0.607,13.5,61,146,0.5,73,21.6,179,3.3,0.143
salim-stoudamire-1,2004-05,13,78,0.2,4,,pac-10,,,74,1,0.647,417,0.504,210,0.321,134,0.91,122,36,33,1-Jun,1126,,,9,5.8,66,,662,,Guard,,30,arizona,0.571,238,0.504,120,4.3,83,0.689,15,85,179,0.503,90,24,179,6.7,0.239
daniel-ewing-1,2001-02,,47,,1,,acc,,,42,1.1,0.575,167,0.479,80,0.305,51,0.686,35,35,0,3-Jun,638,,,36,1.3,79,,227,,Guard,,32,duke,0.419,70,0.457,32,,78,0.594,13.2,29,97,0.495,48,,185,2.3,0.146
daniel-ewing-1,2002-03,9.1,45,0.4,5,,acc,,,82,1.4,0.502,293,0.43,126,0.42,123,0.821,101,33,15,3-Jun,920,,,22,1.8,80,,395,,Guard,,42,duke,0.358,105,0.4,42,6.4,104,0.562,16,67,188,0.447,84,21.1,185,3.2,0.139
daniel-ewing-1,2003-04,11.1,69,0.3,5,,acc,,,60,1.6,0.519,362,0.417,151,0.343,124,0.742,92,37,32,3-Jun,1131,,,36,2.2,107,,468,,Guard,,52,duke,0.497,180,0.411,74,4.8,96,0.556,13.2,64,182,0.423,77,20.6,185,3.8,0.133
daniel-ewing-1,2004-05,,132,,13,,acc,,,81,2.3,0.508,424,0.427,181,0.252,107,0.692,74,33,32,3-Jun,1138,,,23,1.9,99,,505,,Guard,,65,duke,0.469,199,0.347,69,,104,0.532,17.1,98,225,0.498,112,,185,4.1,0.146
brandon-bass-1,2003-04,,17,,56,,sec,,,143,2.2,0.515,240,0.504,121,0.654,157,0.783,123,29,29,8-Jun,1013,,,71,2.4,59,,370,,Forward,,21,louisiana-state,0.079,19,0.263,5,,214,0.588,14.9,55,221,0.525,116,,240,4.6,0.18
brandon-bass-1,2004-05,5.5,25,3.3,48,,sec,,,190,1.7,0.586,319,0.567,181,0.589,188,0.777,146,30,29,8-Jun,1007,,,82,3.8,73,,520,,Forward,,24,louisiana-state,0.082,26,0.462,12,16.1,272,0.637,11.7,54,293,0.577,169,23.2,240,5.5,0.217
ronny-turiaf-1,2001-02,,16,,26,,wcc,,,110,2,0.525,139,0.525,73,0.921,128,0.695,89,32,1,10-Jun,624,,,51,1.3,92,,235,,Forward,,12,gonzaga,0.014,2,0,0,,161,0.588,21.3,54,137,0.533,73,,249,3.3,0.214
ronny-turiaf-1,2002-03,5.1,19,4.3,49,,wcc,,,129,2.2,0.521,291,0.519,151,0.959,279,0.76,212,33,12,10-Jun,814,,,77,3.2,102,,515,,Forward,,20,gonzaga,0.021,6,0.167,1,14.9,206,0.608,13.1,64,285,0.526,150,29.8,249,5.4,0.267
ronny-turiaf-1,2003-04,,47,,45,,wcc,,,135,2.4,0.527,299,0.525,157,0.779,233,0.708,165,31,29,10-Jun,834,,,62,2.7,85,,480,,Forward,,17,gonzaga,0.01,3,0.333,1,,197,0.586,15.1,73,296,0.527,156,,249,5.1,0.245
ronny-turiaf-1,2004-05,9.4,48,4.1,59,,wcc,,,221,2.3,0.511,309,0.508,157,0.838,259,0.683,177,31,31,10-Jun,967,,,74,2.5,83,,493,,Forward,,12,gonzaga,0.023,7,0.286,2,17.7,295,0.571,13.9,70,302,0.513,155,25.8,249,4.8,0.198
travis-diener-1,2001-02,19.6,86,0.2,2,,cusa,,,66,1.6,0.589,179,0.43,77,0.374,67,0.761,51,33,3,1-Jun,781,,,15,2.1,63,,262,,Guard,,39,marquette,0.721,129,0.442,57,6.2,81,0.621,11.4,27,50,0.4,20,15.2,175,3.6,0.185
travis-diener-1,2002-03,,184,,5,,cusa,,,92,1.4,0.506,313,0.396,124,0.291,91,0.813,74,33,33,1-Jun,1146,,,13,1.7,66,,391,,Guard,,47,marquette,0.607,190,0.363,69,,105,0.549,16.6,71,123,0.447,55,,175,3.2,0.111
travis-diener-1,2003-04,41.8,187,0,0,,cusa,,,76,1.2,0.528,424,0.422,179,0.363,154,0.883,136,31,31,1-Jun,1060,,,21,3.6,76,,584,,Guard,,41,marquette,0.472,200,0.45,90,5.4,97,0.587,13,74,224,0.397,89,26.9,175,4.9,0.184
travis-diener-1,2004-05,53.3,160,0.1,1,,cusa,,,75,1.2,0.529,312,0.42,131,0.474,148,0.838,124,23,22,1-Jun,783,,,15,3.1,46,,454,,Guard,,31,marquette,0.538,168,0.405,68,6.9,90,0.594,13.2,58,144,0.438,63,29.7,175,4.3,0.222
von-wafer-1,2003-04,,36,,5,,acc,,,43,0.7,0.457,244,0.369,90,0.205,50,0.6,30,32,0,5-Jun,560,,,17,0.1,50,,253,,Guard,,24,florida-state,0.541,132,0.326,43,,60,0.472,11.9,36,112,0.42,47,,210,0.9,0.063
von-wafer-1,2004-05,14.4,48,0.8,8,,acc,,,68,0.5,0.551,284,0.437,124,0.239,68,0.721,49,29,22,5-Jun,758,,,5,2,33,,362,,Guard,,30,florida-state,0.577,164,0.396,65,5.7,73,0.572,13.4,49,120,0.492,59,24.4,210,2.5,0.13
chris-taft-1,2003-04,11,45,4.8,60,,big-east,,,158,4.4,0.559,290,0.559,162,0.431,125,0.544,68,36,24,10-Jun,923,,,112,2.2,52,,392,,Forward,,12,pittsburgh,0,0,,0,17.5,270,0.561,11.4,45,290,0.559,162,22.9,260,6.6,0.284
chris-taft-1,2004-05,7.4,24,4.8,50,,big-east,,,130,2.5,0.58,274,0.58,159,0.423,116,0.586,68,29,29,10-Jun,769,,,88,2.3,48,,386,,Forward,,11,pittsburgh,0,0,,0,16.9,218,0.586,12.5,47,274,0.58,159,24.8,260,4.8,0.252
erazem-lorbek-1,2002-03,8.9,20,2.8,19,,big-ten,,,78,1.5,0.571,163,0.534,87,0.35,57,0.649,37,35,16,10-Jun,541,,,37,1.4,58,,223,,Forward,,22,michigan-state,0.16,26,0.462,12,13.2,115,0.587,16.7,38,137,0.547,75,22.3,240,2.9,0.214
bracey-wright-1,2002-03,15.2,64,1.2,18,,big-ten,,,109,1.4,0.523,363,0.433,157,0.388,141,0.752,106,30,30,3-Jun,1007,,,42,2.5,60,,486,,Guard,,23,indiana,0.485,176,0.375,66,8.4,151,0.565,12.8,63,187,0.487,91,25.8,210,3.9,0.155
bracey-wright-1,2003-04,,70,,14,,big-ten,,,119,1.4,0.455,433,0.374,162,0.416,180,0.789,142,29,29,3-Jun,1111,,,38,1.7,46,,536,,Guard,,27,indiana,0.471,204,0.343,70,,157,0.517,11.4,67,229,0.402,92,,210,3.1,0.111
bracey-wright-1,2004-05,20.4,70,1.3,15,,big-ten,,,92,1.2,0.482,363,0.413,150,0.444,161,0.783,126,26,26,3-Jun,917,,,33,2.2,50,,476,,Guard,,29,indiana,0.419,152,0.329,50,8.5,125,0.542,13.4,68,211,0.474,100,30.4,210,3.3,0.145
ryan-gomes-1,2001-02,11.4,37,1.6,16,,big-east,,,102,1.8,0.559,236,0.559,132,0.47,111,0.613,68,24,23,7-Jun,756,,,86,1.8,63,,332,,Forward,,33,providence,0.013,3,0,0,13.8,188,0.575,11.4,37,233,0.567,132,20,250,3.6,0.191
ryan-gomes-1,2002-03,,66,,25,,big-east,,,205,2.5,0.537,397,0.537,213,0.489,194,0.84,163,32,32,7-Jun,1152,,,106,3.8,70,,589,,Forward,,55,providence,0.008,3,0,0,,311,0.602,13.8,78,394,0.541,213,,250,6.3,0.218
ryan-gomes-1,2003-04,15.6,67,0.3,4,,big-east,,,165,1.9,0.545,379,0.507,192,0.406,154,0.87,134,29,29,7-Jun,1008,,,109,3.7,61,,547,,Forward,,46,providence,0.23,87,0.333,29,16.4,274,0.605,14.4,76,292,0.558,163,26.7,250,5.6,0.223
ryan-gomes-1,2004-05,,100,,5,,big-east,,,169,1.3,0.548,498,0.496,247,0.323,161,0.77,124,31,31,7-Jun,1161,,,86,3.7,50,,670,,Forward,,47,providence,0.275,137,0.38,52,,255,0.583,11.7,76,361,0.54,195,,250,5,0.173
robert-whaley-1,2003-04,9.7,14,2.1,8,,cusa,,,31,0.7,0.348,138,0.348,48,0.341,47,0.66,31,22,3,10-Jun,286,,,23,-0.6,47,,127,,Center,,6,cincinnati,0.007,1,0,0,10.7,54,0.396,13,24,137,0.35,48,31.5,260,0.1,0.01
orien-greene-1,2000-01,,85,,13,,sec,,,59,1.3,0.419,99,0.354,35,0.283,28,0.75,21,31,2,4-Jun,591,,,13,0.1,74,,104,,Guard,,38,louisiana-lafayette,0.525,52,0.25,13,,72,0.463,31.6,52,47,0.468,22,,208,1.4,0.093
orien-greene-1,2001-02,,89,,6,,sec,,,56,1.7,0.503,145,0.434,63,0.152,22,0.636,14,31,30,4-Jun,737,,,32,0.5,81,,160,,Guard,,61,louisiana-lafayette,0.455,66,0.303,20,,88,0.515,24,49,79,0.544,43,,208,2.2,0.121
orien-greene-1,2002-03,,,,,,,,,,,,,,,,,,,,,4-Jun,,,,,,,,,,Guard,,,louisiana-lafayette,,,,,,,,,,,,,,208,,
orien-greene-1,2003-04,21.5,54,0.9,6,,sun-belt,,,62,1.1,0.553,150,0.453,68,0.213,32,0.688,22,18,3,4-Jun,464,,,20,1,60,,188,,Guard,,40,louisiana-lafayette,0.553,83,0.361,30,10.1,82,0.569,19.1,39,67,0.567,38,21.2,208,2.1,0.181
orien-greene-1,2004-05,,98,,8,,sun-belt,,,80,1.8,0.46,237,0.388,92,0.346,82,0.756,62,24,23,4-Jun,775,,,33,0.8,71,,280,,Guard,,68,louisiana-lafayette,0.447,106,0.321,34,,113,0.507,23.1,83,131,0.443,58,,208,2.5,0.13
dijon-thompson-1,2001-02,12.6,35,1.2,9,,pac-10,,,50,0.6,0.477,133,0.429,57,0.173,23,0.87,20,33,1,7-Jun,494,,,23,0.4,39,,147,,Guard,,25,ucla,0.361,48,0.271,13,8.5,73,0.511,22.2,41,85,0.518,44,18.3,195,1,0.08
dijon-thompson-1,2002-03,19,78,1.2,15,,pac-10,,,78,0.7,0.542,312,0.497,155,0.237,74,0.743,55,28,17,7-Jun,828,,,53,1.8,62,,393,,Guard,,41,ucla,0.244,76,0.368,28,8.8,131,0.566,18.7,80,236,0.538,127,24.4,195,2.5,0.12
dijon-thompson-1,2003-04,,63,,4,,pac-10,,,89,0.5,0.507,336,0.435,146,0.232,78,0.782,61,28,27,7-Jun,960,,,31,1.6,51,,402,,Guard,,25,ucla,0.381,128,0.383,49,,120,0.539,16.4,73,208,0.466,97,,195,2.2,0.09
dijon-thompson-1,2004-05,14.5,63,0.6,9,,pac-10,,,170,1.4,0.53,386,0.474,183,0.352,136,0.787,107,28,27,7-Jun,970,,,52,2.7,61,,516,,Guard,,42,ucla,0.298,115,0.374,43,13.3,222,0.573,16.8,91,271,0.517,140,27.1,195,4,0.167
lawrence-roberts-1,2001-02,,39,,39,,big-12,,,155,2.1,0.478,391,0.445,174,0.468,183,0.678,124,30,29,9-Jun,858,,,92,1.4,80,,498,,Forward,,51,mississippi-state,0.202,79,0.329,26,,247,0.521,10.8,58,312,0.474,148,,240,3.5,0.165
lawrence-roberts-1,2002-03,11.1,40,2.4,29,,big-12,,,168,2.4,0.438,316,0.421,133,0.551,174,0.684,119,26,26,9-Jun,838,,,103,0.7,67,,396,,Forward,,45,mississippi-state,0.133,42,0.262,11,17.9,271,0.497,13.3,61,274,0.445,122,27.7,240,3.1,0.147
lawrence-roberts-1,2003-04,7.6,37,1.3,18,,sec,,,200,2.7,0.537,337,0.519,175,0.674,227,0.634,144,30,30,9-Jun,982,,,103,2.6,68,,506,,Forward,,43,mississippi-state,0.119,40,0.3,12,16.9,303,0.569,14.1,73,297,0.549,163,25.1,240,5.3,0.214
lawrence-roberts-1,2004-05,12.6,61,1.7,26,,sec,,,241,3.6,0.463,382,0.448,171,0.754,288,0.653,188,32,32,9-Jun,1023,,,110,1.7,69,,542,,Forward,,50,mississippi-state,0.107,41,0.293,12,18.7,351,0.522,14.4,87,341,0.466,159,28.4,240,5.4,0.21
alex-acker-1,2002-03,,24,,11,,wcc,,,98,0.6,0.53,269,0.476,128,0.361,97,0.814,79,28,23,5-Jun,931,,,41,1.8,46,,364,,Guard,,40,pepperdine,0.253,68,0.426,29,,139,0.578,19.4,76,201,0.493,99,,185,2.4,0.104
alex-acker-1,2003-04,,111,,12,,wcc,,,104,0.9,0.502,307,0.45,138,0.349,107,0.794,85,29,26,5-Jun,940,,,51,1.6,63,,393,,Guard,,53,pepperdine,0.283,87,0.368,32,,155,0.549,16.8,72,220,0.482,106,,185,2.5,0.108
alex-acker-1,2004-05,19.9,114,0.9,15,,wcc,,,157,1.5,0.522,407,0.45,183,0.26,106,0.858,91,31,31,5-Jun,1152,,,44,2.5,58,,516,,Guard,,40,pepperdine,0.337,137,0.431,59,9.5,201,0.564,15.2,82,270,0.459,124,22.2,185,4,0.14
lamarcus-aldridge-1,2004-05,8,14,4.5,24,,big-12,,,52,1.2,0.663,86,0.663,57,0.779,67,0.657,44,16,16,11-Jun,355,,,43,1.3,49,,158,,Forward,,17,texas,0,0,,0,14.6,95,0.67,19.2,28,86,0.663,57,20,240,2.5,0.286
lamarcus-aldridge-1,2005-06,3.3,20,4.1,73,,big-12,,,204,5.3,0.569,385,0.569,219,0.47,181,0.646,117,37,37,11-Jun,1247,,,135,3.4,92,,555,,Forward,,50,texas,0,0,,0,15.5,339,0.589,11.1,59,385,0.569,219,21.1,240,8.7,0.278
adam-morrison-1,2003-04,,44,,10,,wcc,,,98,1.1,0.564,258,0.531,137,0.326,84,0.726,61,31,1,8-Jun,644,,,34,2,39,,352,,Forward,,12,gonzaga,0.217,56,0.304,17,,132,0.591,10.8,36,202,0.594,120,,205,3.2,0.196
adam-morrison-1,2004-05,17.4,88,0.9,14,,wcc,,,128,1.2,0.539,454,0.498,226,0.291,132,0.758,100,31,29,8-Jun,1059,,,43,2.9,59,,589,,Forward,,19,gonzaga,0.262,119,0.311,37,9.4,171,0.57,9.1,52,335,0.564,189,26.7,205,4.1,0.156
adam-morrison-1,2005-06,,56,,11,,wcc,,,135,1.2,0.556,617,0.496,306,0.504,311,0.772,240,33,32,8-Jun,1205,,,47,5.5,66,,926,,Forward,,35,gonzaga,0.28,173,0.428,74,,182,0.605,9,76,444,0.523,232,,205,6.8,0.225
tyrus-thomas-1,2005-06,10.4,42,8.1,99,,sec,,,205,4.3,0.61,250,0.608,152,0.548,137,0.657,90,32,21,9-Jun,829,,,90,2.9,82,,395,,Forward,,33,louisiana-state,0.004,1,1,1,19.7,295,0.627,15.8,59,249,0.606,151,21.7,215,7.3,0.351
