player_id,season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes
keith-benson-1,2010-11,6.2,38,9.8,125,5.2,summit,3.6,24.1,261,1.7,0.558,422,0.547,231,0.578,244,0.643,157,35,35,11-Jun,1133,1.6,9.5,93,4,108,28.8,628,579,Center,1.4,28,oakland,0.055,23,0.391,9,17.2,354,0.584,10.9,66,399,0.556,222,24.9,230,5.7,0.202
josh-selby-1,2010-11,17.8,56,0.2,1,2.8,big-12,1.9,9.7,48,0.9,0.461,193,0.373,72,0.192,37,0.757,28,26,11,2-Jun,530,0.9,2.4,10,0.4,44,11.9,206,205,Guard,2.3,21,kansas,0.487,94,0.362,34,6.3,58,0.489,20.1,53,99,0.384,38,24.4,183,1.3,0.098
lavoy-allen-1,2007-08,,55,,52,,atlantic-10,,,124,1.3,0.563,208,0.558,116,0.274,57,0.737,42,34,32,9-Jun,993,,,69,1.6,105,,276,,Forward,,17,temple,0.024,5,0.4,2,,193,0.587,14.5,40,203,0.562,114,,225,2.9,0.116
lavoy-allen-1,2008-09,,68,,50,,atlantic-10,,,168,2.8,0.592,261,0.579,151,0.31,81,0.642,52,33,31,9-Jun,1033,,,128,2.5,79,,361,,Forward,,13,temple,0.08,21,0.333,7,,296,0.603,12.3,42,240,0.6,144,,225,5.3,0.207
lavoy-allen-1,2009-10,14.9,83,4.6,50,,atlantic-10,,23.6,251,3.2,0.544,319,0.536,171,0.276,88,0.625,55,35,34,9-Jun,1206,,12.3,124,3.2,78,23.2,402,423,Forward,1,19,temple,0.072,23,0.217,5,18.1,375,0.557,12.8,53,296,0.561,166,18.9,225,6.4,0.213
lavoy-allen-1,2010-11,13.6,75,5.4,61,6.6,atlantic-10,5.3,20.2,195,2.4,0.488,321,0.48,154,0.308,99,0.697,69,33,33,9-Jun,1120,1.2,9.3,88,2.2,75,20.3,382,397,Forward,1.3,23,temple,0.053,17,0.294,5,14.8,283,0.519,12.8,54,304,0.49,149,19.8,225,4.6,0.163
jon-diebler-1,2007-08,,45,,6,,big-ten,,,73,1.1,0.42,207,0.304,63,0.266,55,0.782,43,37,8,6-Jun,781,,,13,0,45,,217,,Guard,,26,ohio-state,0.802,166,0.289,48,,86,0.465,15.6,43,41,0.366,15,,205,1.1,0.055
jon-diebler-1,2008-09,13.9,82,0.7,10,,big-ten,,,108,0.9,0.594,278,0.421,117,0.18,50,0.8,40,33,33,6-Jun,1211,,,10,2.8,43,,370,,Guard,,34,ohio-state,0.831,231,0.416,96,6.2,118,0.613,14.9,53,47,0.447,21,16.6,205,3.7,0.123
jon-diebler-1,2009-10,7.1,54,0.3,3,,big-ten,,7.9,93,2,0.609,338,0.438,148,0.234,79,0.873,69,37,37,6-Jun,1376,,0.9,9,3.6,65,16.2,481,411,Guard,1.9,42,ohio-state,0.817,276,0.42,116,4.6,102,0.64,9.2,38,62,0.516,32,16.2,205,5.7,0.165
jon-diebler-1,2010-11,11.6,88,0.4,5,12.6,big-ten,2.7,7.9,84,2.1,0.706,286,0.507,145,0.276,79,0.81,64,37,36,6-Jun,1320,9.8,1.3,14,4.7,37,19.6,468,408,Guard,1.7,36,ohio-state,0.794,227,0.502,114,4.6,98,0.723,9.8,35,59,0.525,31,14.4,205,6.8,0.207
vernon-macklin-1,2006-07,10.8,16,0.8,3,,big-east,,,23,0.3,0.741,54,0.741,40,0.426,23,0.435,10,31,0,9-Jun,303,,,22,0.9,31,,90,,Forward,,1,florida,0,0,,0,9.6,45,0.693,19.8,16,54,0.741,40,15,245,1.2,0.163
vernon-macklin-1,2007-08,10,22,4.3,25,,big-east,,,43,1.1,0.598,87,0.598,52,0.552,48,0.25,12,34,0,9-Jun,435,,,29,0.4,58,,116,,Forward,,8,florida,0.011,1,0,0,9.9,72,0.528,19.1,26,86,0.605,52,17.2,245,1.5,0.141
vernon-macklin-1,2009-10,6.5,26,3.5,29,,sec,,12.9,97,1.2,0.607,257,0.607,156,0.311,80,0.588,47,34,34,9-Jun,859,,11.9,91,2.4,81,22.2,359,331,Forward,1.4,20,florida,0,0,,0,12.4,188,0.608,13.5,46,257,0.607,156,19.9,245,3.6,0.169
vernon-macklin-1,2010-11,7.7,30,3.1,26,4.9,sec,2.1,15,117,1.4,0.593,322,0.593,191,0.317,102,0.451,46,37,35,9-Jun,905,2.8,10.9,82,2.2,91,22.2,428,382,Forward,0.9,13,florida,0,0,,0,13,199,0.578,14.5,63,322,0.593,191,25.1,245,3.6,0.16
deandre-liggins-1,2008-09,29.9,92,2,14,,sec,,,71,0.8,0.409,127,0.362,46,0.409,52,0.673,35,33,1,6-Jun,546,,,6,0,54,,139,,Guard,,24,kentucky,0.402,51,0.235,12,8.2,77,0.458,33.1,75,76,0.447,34,20.5,210,0.9,0.063
deandre-liggins-1,2009-10,8.8,24,1.8,8,,sec,,10.9,48,0.9,0.5,86,0.419,36,0.453,39,0.59,23,29,0,6-Jun,445,,4.6,18,0.6,42,12.7,109,110,Guard,2.6,20,kentucky,0.512,44,0.318,14,8,66,0.521,14,17,42,0.524,22,13,210,1.5,0.137
deandre-liggins-1,2010-11,14.2,96,2.3,28,7.2,sec,4.3,11.8,131,2.1,0.492,264,0.424,112,0.398,105,0.648,68,38,28,6-Jun,1201,2.9,2.2,22,1.8,94,14.5,328,338,Guard,2.3,46,kentucky,0.348,92,0.391,36,7.2,153,0.523,14.9,55,172,0.442,76,15.8,210,3.9,0.129
etwaun-moore-1,2007-08,,88,,15,,big-ten,,,102,2.1,0.535,359,0.443,159,0.206,74,0.716,53,34,31,4-Jun,1040,,,29,2.1,84,,437,,Guard,,32,purdue,0.423,152,0.434,66,,131,0.554,12.8,58,207,0.449,93,,191,4.2,0.162
etwaun-moore-1,2008-09,19.9,111,1.1,16,,big-ten,,,131,2.8,0.485,445,0.422,188,0.236,105,0.762,80,37,36,4-Jun,1222,,,39,1.7,91,,512,,Guard,,40,purdue,0.373,166,0.337,56,8.1,170,0.517,16.4,97,279,0.473,132,25.6,191,4.4,0.145
etwaun-moore-1,2009-10,19.8,93,1,10,,big-ten,,10.8,102,2.3,0.499,476,0.445,212,0.288,137,0.73,100,35,35,4-Jun,1103,,3.4,32,2.4,79,21.3,575,531,Guard,2.8,51,purdue,0.307,146,0.349,51,7.1,134,0.531,11.9,73,330,0.488,161,29,191,4.7,0.171
etwaun-moore-1,2010-11,20.9,108,1.6,18,10.5,big-ten,3.4,12.5,124,2.2,0.518,494,0.447,221,0.285,141,0.709,100,34,33,4-Jun,1152,7.1,5.1,51,3.7,71,23.9,612,573,Guard,2.2,41,purdue,0.354,175,0.4,70,8.8,175,0.545,9.8,61,319,0.473,151,28,191,5.9,0.205
ater-majok-1,2009-10,1.9,4,10.1,42,,big-east,,12.3,47,0.6,0.424,59,0.424,25,0.373,22,0.409,9,26,22,10-Jun,383,,9.6,32,-0.1,51,,59,65,Forward,0.6,4,connecticut,0,0,,0,11,79,0.425,23.2,21,59,0.424,25,11.6,233,0.5,0.051
isaiah-thomas-1,2008-09,,91,,2,,pac-10,,,82,1.6,0.463,431,0.418,180,0.48,207,0.686,142,35,34,8-May,993,,,24,1.4,66,,541,,Guard,,38,washington,0.311,134,0.291,39,,106,0.511,14.8,92,297,0.475,141,,185,3,0.121
isaiah-thomas-1,2009-10,19.5,111,0.3,3,,pac-10,,11.9,117,1.6,0.488,448,0.415,186,0.475,213,0.732,156,35,35,8-May,1089,,2.1,20,3,67,20.1,593,560,Guard,1.9,37,washington,0.444,199,0.327,65,7,137,0.54,13.1,83,249,0.486,121,27,185,4.7,0.171
isaiah-thomas-1,2010-11,32.7,213,0.2,2,8.4,pac-10,1.2,9.5,97,1.5,0.517,422,0.445,188,0.498,210,0.719,151,35,35,8-May,1115,7.2,2.5,26,4,75,22.9,587,625,Guard,2.3,47,washington,0.408,172,0.349,60,6,123,0.563,16.6,104,250,0.512,128,26.2,185,5.5,0.199
anthony-davis-5,2011-12,7.5,50,13.7,186,18.7,sec,10.8,25.6,296,4.1,0.628,337,0.623,210,0.602,203,0.709,144,40,40,10-Jun,1281,7.8,11.6,119,5.9,78,35.1,567,550,Forward,2.5,54,kentucky,0.059,20,0.15,3,19,415,0.654,8.6,41,317,0.653,207,18.8,220,9.9,0.31
michael-kidd-gilchrist-1,2011-12,10.8,75,2.8,37,9.1,sec,4.1,17.3,194,2.6,0.511,326,0.491,160,0.589,192,0.745,143,40,39,7-Jun,1245,5,10.3,103,3.4,97,21.2,476,497,Forward,1.9,39,kentucky,0.156,51,0.255,13,14,297,0.57,17.3,87,275,0.535,147,20.6,232,6,0.192
bradley-beal-1,2011-12,12.7,83,2.6,31,8.6,sec,3.3,20.3,199,2.1,0.525,393,0.445,175,0.44,173,0.769,133,37,37,3-Jun,1267,5.3,4.8,50,3.6,76,22,546,522,Guard,2.5,51,florida,0.473,186,0.339,63,12.3,249,0.575,14.3,79,207,0.541,112,23,207,5.7,0.18
dion-waiters-1,2010-11,17.3,50,0.8,4,5.6,big-east,1.8,7.9,41,1,0.484,190,0.411,78,0.253,48,0.813,39,34,0,4-Jun,554,3.8,2.6,12,1.2,46,18.5,223,211,Guard,4.2,38,syracuse,0.447,85,0.329,28,5.4,53,0.524,12.4,30,105,0.476,50,22.4,215,2.2,0.157
dion-waiters-1,2011-12,21.2,92,1.5,12,9.8,big-east,2.4,8.8,67,1.7,0.534,357,0.476,170,0.331,118,0.729,86,37,0,4-Jun,891,7.4,2.4,18,3.2,69,26.3,467,430,Guard,4.6,67,syracuse,0.317,113,0.363,41,5.6,85,0.565,10.4,48,244,0.529,129,26.7,215,5,0.223
thomas-robinson-2,2009-10,6.7,9,7.6,18,,big-12,,22.9,54,0.6,0.485,68,0.485,33,0.632,43,0.395,17,33,1,9-Jun,236,,17.1,34,0.1,43,16.2,83,90,Forward,1.7,7,kansas,0,0,,0,20.3,88,0.469,22.7,26,68,0.485,33,23.5,237,0.7,0.118
thomas-robinson-2,2010-11,8,20,4.9,22,7.4,big-12,4.6,30.7,138,1.3,0.601,168,0.601,101,0.571,96,0.51,49,33,2,9-Jun,482,2.9,19.1,74,1.4,67,27.5,251,245,Forward,1.7,14,kansas,0,0,,0,25.3,212,0.588,16.8,43,168,0.601,101,26.1,237,2.8,0.229
thomas-robinson-2,2011-12,13.1,72,2.9,34,7.7,big-12,4.7,33,350,3.5,0.512,517,0.505,261,0.462,239,0.682,163,39,39,9-Jun,1242,3,11.1,113,3.7,107,27.4,692,660,Forward,2,42,kansas,0.027,14,0.5,7,22.2,463,0.549,14.2,104,503,0.505,254,30,237,7.2,0.231
damian-lillard-1,2008-09,21.3,89,0.6,6,,big-sky,,,111,0.6,0.524,274,0.434,119,0.299,82,0.841,69,31,26,2-Jun,911,,,9,2,78,,356,,Guard,,33,weber-state,0.478,131,0.374,49,8.3,120,0.569,18.3,70,143,0.49,70,22.8,185,2.6,0.115
damian-lillard-1,2009-10,23.3,112,0.4,4,,big-sky,,12.8,114,1,0.529,429,0.431,185,0.445,191,0.853,163,31,31,2-Jun,1062,,1.2,11,4.4,58,24.8,617,581,Guard,1.9,35,weber-state,0.499,214,0.393,84,6.9,125,0.594,12.5,74,215,0.47,101,28,185,5.4,0.202
damian-lillard-1,2010-11,27.3,33,0.8,2,5.4,big-sky,-1.1,13.2,32,0.4,0.522,112,0.438,49,0.625,70,0.857,60,10,9,2-Jun,285,6.5,2.7,6,1.2,23,28.1,177,172,Guard,3,14,weber-state,0.491,55,0.345,19,8.1,38,0.609,16.2,28,57,0.526,30,32.5,185,1.6,0.22
damian-lillard-1,2011-12,27.1,128,0.7,7,8.8,big-sky,-1.4,15.8,144,1.4,0.562,495,0.467,231,0.519,257,0.887,228,32,32,2-Jun,1105,10.3,1.9,17,6.7,62,34,784,746,Guard,2.5,47,weber-state,0.465,230,0.409,94,9,161,0.635,10.7,74,265,0.517,137,33,185,8,0.291
harrison-barnes-1,2010-11,9.5,53,1.4,16,7.4,acc,2.5,12.8,141,1.8,0.488,497,0.421,209,0.249,124,0.75,93,37,36,8-Jun,1087,4.9,7.2,75,2.5,72,19.4,578,524,Forward,1.4,27,north-carolina,0.392,195,0.344,67,10.1,216,0.52,11.5,72,302,0.47,142,26.6,215,4.3,0.159
harrison-barnes-1,2011-12,7.2,43,1.1,13,6.2,acc,1.7,11.9,124,1.9,0.487,521,0.44,229,0.374,195,0.723,141,38,37,8-Jun,1111,4.5,6.9,74,3.1,68,21.2,648,571,Forward,2,41,north-carolina,0.263,137,0.358,49,9.4,198,0.528,10.8,74,384,0.469,180,28.1,215,5,0.181
terrence-ross-1,2010-11,9.6,33,2,12,7,pac-10,1.7,12.3,67,0.9,0.539,230,0.443,102,0.143,33,0.758,25,34,4,6-Jun,593,5.3,5.3,29,1.7,69,18.8,273,244,Guard,1.8,19,washington,0.543,125,0.352,44,8.8,96,0.556,8.9,24,105,0.552,58,21.2,195,2.5,0.171
terrence-ross-1,2011-12,9.2,49,3,33,6.7,pac-12,2.2,19.2,177,1.8,0.534,470,0.457,215,0.2,94,0.766,72,35,35,6-Jun,1088,4.5,4.7,48,3,99,22.3,574,504,Guard,2.3,44,washington,0.413,194,0.371,72,11.6,225,0.558,12,70,276,0.518,143,25.3,195,4.9,0.178
andre-drummond-1,2011-12,3.4,15,9.9,92,6,big-east,5.3,17,143,1.5,0.538,292,0.538,157,0.301,88,0.295,26,34,30,10-Jun,967,0.7,14.2,114,1.4,75,21.9,340,328,Center,1.8,28,connecticut,0.007,2,0,0,15.6,257,0.509,13.5,52,290,0.541,157,20.9,270,2.9,0.121
austin-rivers-1,2011-12,13,71,0.1,1,3.7,acc,0,10,94,1,0.505,402,0.433,174,0.458,184,0.658,121,34,33,4-Jun,1129,3.7,2.2,21,2.4,76,16.9,527,488,Guard,1.7,33,duke,0.396,159,0.365,58,6,115,0.538,13.9,79,243,0.477,116,25.2,200,3.5,0.124
meyers-leonard-1,2010-11,3.3,5,5.2,13,-0.9,big-ten,3.8,12.8,31,0.4,0.483,58,0.483,28,0.293,17,0.706,12,33,1,1-Jul,272,-4.7,4.6,10,-0.2,50,6.3,68,62,Center,1.1,5,illinois,0.017,1,0,0,8.9,41,0.515,28.2,26,57,0.491,28,17.8,245,0.2,0.028
meyers-leonard-1,2011-12,9.9,43,6.9,60,8.2,big-ten,5.4,25.9,189,1.8,0.586,291,0.584,170,0.436,127,0.732,93,32,29,1-Jul,1018,2.8,9.1,73,2.9,94,24.1,434,409,Center,0.9,15,illinois,0.038,11,0.091,1,17.1,262,0.618,16.2,68,280,0.604,169,22,245,4.6,0.182
jeremy-lamb-1,2010-11,12.3,66,2.2,25,8.2,big-east,3.1,12.2,133,1.6,0.548,374,0.487,182,0.158,59,0.797,47,41,40,5-Jun,1140,5.1,5,50,3,64,20.4,457,416,Guard,1.9,35,connecticut,0.334,125,0.368,46,8.7,183,0.568,11.5,52,249,0.546,136,20.3,180,4.6,0.163
jeremy-lamb-1,2011-12,10.1,58,1.7,21,7.6,big-east,0.8,12.2,134,1.3,0.556,454,0.478,217,0.267,121,0.81,98,34,34,5-Jun,1266,6.7,3,32,3.9,57,22.1,603,524,Guard,2.1,42,connecticut,0.465,211,0.336,71,7.7,166,0.589,11.7,68,243,0.601,146,23.9,180,5.2,0.165
kendall-marshall-1,2010-11,40.7,230,0.3,3,3.5,acc,1.6,7.7,71,1.5,0.475,181,0.42,76,0.464,84,0.69,58,37,20,4-Jun,912,1.9,0.7,6,1.1,50,14.7,230,312,Guard,2.4,40,north-carolina,0.287,52,0.385,20,4.3,77,0.521,29.4,92,129,0.434,56,15.8,195,2.6,0.113
kendall-marshall-1,2011-12,45.1,351,0.5,6,4.2,acc,0.4,7.9,88,1.8,0.529,225,0.467,105,0.351,79,0.696,55,36,35,4-Jun,1189,3.8,0.5,6,2.6,56,17.2,293,420,Guard,2,43,north-carolina,0.351,79,0.354,28,4.2,94,0.558,27.8,101,146,0.527,77,13.9,195,4.4,0.147
john-henson-1,2009-10,11,34,9.5,58,,acc,,17.9,104,1.2,0.497,181,0.486,88,0.403,73,0.438,32,37,12,11-Jun,586,,10.7,60,0.5,39,20.3,212,211,Forward,2.5,27,north-carolina,0.099,18,0.222,4,14.4,164,0.491,17.3,45,163,0.515,84,20.3,220,1.8,0.12
john-henson-1,2010-11,5.8,30,11.6,118,9.3,acc,9.2,25.3,254,2.7,0.501,364,0.5,182,0.387,141,0.482,68,37,36,11-Jun,989,0.1,12.7,120,1.3,65,23.6,433,417,Forward,1.2,22,north-carolina,0.016,6,0.167,1,19.2,374,0.502,15,76,358,0.506,181,23.6,220,4,0.162
john-henson-1,2011-12,8,44,9.6,101,9.6,acc,8,27.1,259,2.7,0.5,410,0.5,205,0.329,135,0.511,69,35,34,11-Jun,1019,1.6,9,89,2.3,55,24.7,479,439,Forward,1.1,20,north-carolina,0,0,,0,17.9,348,0.505,8.7,45,410,0.5,205,23.1,220,5,0.195
maurice-harkless-1,2011-12,9.6,47,4.2,45,3.4,big-east,2,20.3,188,1.3,0.472,427,0.452,193,0.326,139,0.676,94,32,32,8-Jun,1155,1.4,8.4,88,1.8,74,21.1,497,476,Guard,2.6,51,st-johns-ny,0.185,79,0.215,17,14,276,0.504,14,80,348,0.506,176,24.9,208,3.2,0.109
royce-white-1,2011-12,34.5,170,3,32,8.9,big-12,5.7,26.2,231,2,0.54,328,0.534,175,0.625,205,0.498,102,34,33,8-Jun,1072,3.1,9.4,85,2.1,89,22.8,456,528,Forward,2.2,40,iowa-state,0.037,12,0.333,4,17.7,316,0.536,23.4,130,316,0.541,171,26.5,270,4.1,0.152
tyler-zeller-1,2008-09,4,3,1.8,3,,acc,,,19,0.3,0.472,36,0.472,17,0.472,17,0.765,13,15,2,Jul-00,117,,,11,0.1,20,,47,,Forward,,3,north-carolina,0,0,,0,13.3,30,0.533,15.4,8,36,0.472,17,19.7,250,0.4,0.15
tyler-zeller-1,2009-10,3.2,7,4.9,24,,acc,,15.7,73,0.8,0.521,192,0.521,100,0.375,72,0.722,52,27,0,Jul-00,468,,11.6,52,1.1,49,23.1,252,220,Forward,1.7,14,north-carolina,0.01,2,0,0,13.7,125,0.557,13.1,34,190,0.526,100,25.4,250,1.9,0.162
tyler-zeller-1,2010-11,4.4,23,4.2,45,9.7,acc,4.1,15.2,161,2.1,0.549,384,0.549,211,0.552,212,0.759,161,37,35,Jul-00,1041,5.6,10.8,107,4.1,100,26.6,583,527,Forward,1.4,27,north-carolina,0,0,,0,13.1,268,0.601,9.4,50,384,0.549,211,23.6,250,6.1,0.235
tyler-zeller-1,2011-12,6.3,36,5.3,58,11.6,acc,5.1,21.9,219,2.5,0.553,398,0.553,220,0.563,224,0.808,181,38,38,Jul-00,1070,6.5,14.1,146,4.6,102,29.9,621,580,Forward,1.7,34,north-carolina,0,0,,0,17.9,365,0.616,12.6,73,398,0.553,220,24.5,250,7.1,0.265
terrence-jones-1,2010-11,10.3,60,6,72,7.5,sec,5.1,22.1,244,2.8,0.47,466,0.442,206,0.521,243,0.646,157,38,35,9-Jun,1196,2.4,9,92,3.1,91,25.5,595,582,Forward,2.2,43,kentucky,0.17,79,0.329,26,15.8,336,0.512,11.4,75,387,0.465,180,28.2,252,5.9,0.199
terrence-jones-1,2011-12,8.7,51,5.8,68,10.4,sec,5.7,17.5,176,2.7,0.523,354,0.5,177,0.446,158,0.627,99,38,34,9-Jun,1115,4.7,10.7,96,3.1,91,24.3,469,465,Forward,2.7,49,kentucky,0.138,49,0.327,16,14.3,272,0.547,12.6,62,305,0.528,161,22.4,252,5.8,0.209
andrew-nicholson-1,2008-09,,7,,81,,atlantic-10,,,116,1.7,0.602,256,0.602,154,0.434,111,0.613,68,30,25,9-Jun,754,,,64,2.5,99,,376,,Forward,,17,st-bonaventure,0.004,1,0,0,,180,0.609,16.7,62,255,0.604,154,,240,4.2,0.22
andrew-nicholson-1,2009-10,3.9,15,6.3,55,,atlantic-10,,17.5,141,1.1,0.564,351,0.564,198,0.356,125,0.76,95,30,30,9-Jun,907,,9.4,72,2.8,90,24.4,491,426,Forward,0.4,6,st-bonaventure,0,0,,0,13.6,213,0.598,11.8,55,351,0.564,198,25.7,240,3.9,0.172
andrew-nicholson-1,2010-11,8.7,32,4.5,45,2.3,atlantic-10,0,19,173,1.3,0.578,415,0.571,237,0.559,232,0.711,165,31,31,9-Jun,1049,2.4,6.4,52,3.4,92,27.1,645,558,Forward,1,17,st-bonaventure,0.055,23,0.261,6,13,225,0.614,15.9,99,392,0.589,231,31.6,240,4.7,0.18
andrew-nicholson-1,2011-12,9.4,33,7.3,63,8.6,atlantic-10,3,25.1,186,1.7,0.601,385,0.571,220,0.429,165,0.776,128,32,32,9-Jun,962,5.7,11.1,83,4,90,31.6,591,515,Forward,1.3,21,st-bonaventure,0.138,53,0.434,23,18.1,269,0.638,14.7,80,332,0.593,197,29.5,240,5.8,0.24
jared-sullinger-1,2010-11,7.4,43,2,20,9.1,big-ten,3.5,26,246,2.9,0.545,410,0.541,222,0.651,267,0.704,188,37,36,9-Jun,1172,5.6,14.1,131,5.4,90,30.3,635,615,Forward,2,37,ohio-state,0.029,12,0.25,3,20.1,377,0.591,9.9,59,398,0.55,219,27,265,8.3,0.283
jared-sullinger-1,2011-12,8.6,46,4,39,11.6,big-ten,5.3,25.8,224,3,0.538,439,0.519,228,0.519,228,0.768,175,37,36,9-Jun,1123,6.3,12.4,116,4.8,109,30.2,647,610,Forward,2.3,43,ohio-state,0.091,40,0.4,16,18.9,340,0.591,11.5,71,399,0.531,212,27.9,265,7.9,0.28
fab-melo-1,2010-11,4.4,8,8.8,25,4.8,big-east,6.5,13.7,42,0.6,0.607,56,0.607,34,0.446,25,0.36,9,33,24,Jul-00,327,-1.7,8.1,22,0.1,60,12,77,74,Center,1.9,10,syracuse,0,0,,0,11.1,64,0.567,26.9,25,56,0.607,34,14.5,244,0.7,0.087
fab-melo-1,2011-12,5,21,13,88,10.5,big-east,8.3,14.6,95,1.5,0.566,173,0.566,98,0.347,60,0.633,38,30,30,Jul-00,763,2.1,12.3,80,1.5,85,20.7,234,237,Center,1.2,15,syracuse,0,0,,0,13.5,175,0.581,17.6,43,173,0.566,98,16.5,244,3,0.156
john-jenkins-1,2009-10,8.4,30,0.7,5,,sec,,8.8,61,0.8,0.622,233,0.468,109,0.258,60,0.8,48,31,7,4-Jun,716,,1.4,8,2.5,36,19.9,338,283,Guard,1.1,14,vanderbilt,0.639,149,0.483,72,5.4,69,0.646,8.1,23,84,0.44,37,19.6,215,3.3,0.183
john-jenkins-1,2010-11,7.9,39,1,11,8.1,sec,-0.7,7.4,78,1.1,0.584,411,0.462,190,0.392,161,0.894,144,32,32,4-Jun,1105,8.8,1.9,17,4.6,44,23.5,624,527,Guard,1.3,24,vanderbilt,0.596,245,0.408,100,4.9,95,0.64,9.6,52,166,0.542,90,24.9,215,5.7,0.205
john-jenkins-1,2011-12,8.4,42,1,11,9.7,sec,-0.6,9.1,85,1.1,0.62,458,0.474,217,0.334,153,0.837,128,35,35,4-Jun,1177,10.3,1.7,16,5.4,42,26,696,579,Guard,1.5,29,vanderbilt,0.666,305,0.439,134,5.4,101,0.656,9.4,55,153,0.542,83,26.2,215,6.5,0.223
jared-cunningham-2,2009-10,11.4,29,0.6,3,,pac-10,,8,39,1.1,0.539,127,0.512,65,0.654,83,0.747,62,32,19,4-Jun,611,,5.2,25,0.1,82,12.6,199,190,Guard,4.4,43,oregon-state,0.165,21,0.333,7,6.6,64,0.598,31.1,75,106,0.547,58,21.5,194,1.1,0.075
jared-cunningham-2,2010-11,15.6,63,0.9,6,6.8,pac-10,2.1,8.3,60,1.2,0.487,268,0.437,117,0.795,213,0.779,166,30,29,4-Jun,877,4.7,4.1,32,2.3,79,22.6,427,408,Guard,5.5,85,oregon-state,0.28,75,0.36,27,6.1,92,0.578,16.7,74,193,0.466,90,24.5,194,3.5,0.159
jared-cunningham-2,2011-12,15.7,101,1.2,15,4.8,pac-12,0.5,10.4,102,1.6,0.507,440,0.45,198,0.614,270,0.737,199,36,35,4-Jun,1245,4.3,3.4,36,3.4,86,22.1,645,609,Guard,4.1,91,oregon-state,0.336,148,0.338,50,6.8,138,0.568,15.2,102,292,0.507,148,26,194,5,0.162
tony-wroten-1,2011-12,24.5,130,1.2,13,5.2,pac-12,2.8,10.7,96,1.6,0.453,447,0.443,198,0.591,264,0.583,154,35,27,5-Jun,1062,2.4,8,80,1.6,93,20.4,559,579,Guard,3.5,66,washington,0.125,56,0.161,9,9.3,176,0.488,18.7,132,391,0.483,189,31.2,205,3.2,0.12
miles-plumlee-1,2008-09,1.1,1,5.7,12,,acc,,,21,0.7,0.474,38,0.474,18,0.289,11,0.545,6,24,2,10-Jun,165,,,13,0,37,,42,,Forward,,4,duke,0,0,,0,11.8,34,0.486,31.6,20,38,0.474,18,18.5,245,0.7,0.17
miles-plumlee-1,2009-10,3.5,12,3.9,26,,acc,,22.3,132,1.7,0.564,148,0.561,83,0.399,59,0.661,39,40,24,10-Jun,654,,11.2,65,1.1,103,17.6,206,200,Forward,1.8,20,duke,0.007,1,1,1,16.8,197,0.585,19.6,43,147,0.558,82,16.5,245,2.8,0.174
miles-plumlee-1,2010-11,3.9,14,2.4,17,5.6,acc,4.2,17.8,106,1.4,0.522,138,0.522,72,0.391,54,0.593,32,37,16,10-Jun,617,1.4,13.4,71,1,88,15.7,176,192,Forward,1.8,20,duke,0,0,,0,15.7,177,0.538,16.8,33,138,0.522,72,15.5,245,2.5,0.159
miles-plumlee-1,2011-12,5.1,18,4.2,32,7.5,acc,3.7,24.6,143,1.2,0.61,146,0.61,89,0.521,76,0.632,48,34,16,10-Jun,697,3.8,16.6,99,1.9,78,21.8,226,247,Forward,1.5,18,duke,0,0,,0,20.6,242,0.621,18.7,42,146,0.61,89,16.1,245,3.1,0.177
arnett-moultrie-1,2008-09,,24,,35,,cusa,,,181,2.7,0.523,259,0.502,130,0.39,101,0.535,54,37,34,11-Jun,992,,,121,1.1,98,,325,,Forward,,31,mississippi-state,0.151,39,0.282,11,,302,0.529,17,63,220,0.541,119,,249,3.8,0.153
arnett-moultrie-1,2009-10,8.1,41,3.2,27,,cusa,,17.4,155,2.3,0.491,276,0.475,131,0.301,83,0.651,54,33,33,11-Jun,955,,8.1,65,0.8,72,16.2,325,326,Forward,2.7,45,mississippi-state,0.145,40,0.225,9,13,220,0.515,18.2,70,236,0.517,122,20.2,249,3.1,0.131
arnett-moultrie-1,2011-12,7,35,2.1,23,4.8,sec,0.9,23.5,204,1.4,0.561,328,0.549,180,0.485,159,0.78,124,30,30,11-Jun,1073,4,12.2,110,3.6,67,25.2,492,479,Forward,1.4,25,mississippi-state,0.055,18,0.444,8,17.7,314,0.61,15.3,73,310,0.555,172,23.3,249,5,0.186
perry-jones-1,2010-11,8,36,3,27,4.2,big-12,1.9,15.8,136,1.6,0.553,295,0.549,162,0.464,137,0.664,91,30,29,11-Jun,1017,2.3,9.8,79,2.4,71,19.8,417,398,Forward,0.9,16,baylor,0.034,10,0.2,2,12.9,215,0.579,16.1,69,285,0.561,160,21.6,235,4,0.157
