year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,player_id,classification
2000,A.J. Guyton,Indiana,32,G,10.55,3.04,3.22,33.0,37.5,9.0,6.39,8.46,9.1,72.75,76.12,97.5,175.0,75.75,,68,,13,,big-ten,,,0.541,444,204,0.257,114,0.789,90,995.0,,,27.0,570,,29,0.387,172,0.419,72,,90,0.5720000000000001,12.2,69.0,272,0.485,132,,4.3,aj-guyton-1,Exclude
2007,Aaron Brooks,Oregon,26,G,10.57,3.04,3.2,32.5,39.5,6.0,2.7,8.46,9.1,70.0,71.75,94.0,161.0,76.0,24.0,149,0.3,6,,pac-10,,118.0,0.546,463,213,0.294,136,0.846,115,1289.0,,31.0,88.0,621,,48,0.428,198,0.40399999999999997,80,7.0,149,0.589,14.4,89.0,265,0.502,133,24.4,5.7,aaron-brooks-1,Role Player
2014,Aaron Gordon,Arizona,4,F,10.81,2.76,3.27,32.5,39.0,11.36,5.05,8.75,10.5,79.5,80.75,105.0,220.1,83.75,13.0,75,3.4,39,9.6,pac-12,19.3,201.0,0.516,382,189,0.47100000000000003,180,0.42200000000000004,76,1187.0,10.4,102.0,90.0,470,1.8,34,0.11800000000000001,45,0.35600000000000004,16,14.9,303,0.503,10.5,55.0,337,0.513,173,23.2,5.4,aaron-gordon-1,Starter
2007,Aaron Gray,Pittsburgh,49,C,12.07,3.1,3.7,27.0,32.5,17.0,10.8,9.12,9.86,84.0,85.75,108.5,271.0,87.25,,61,,62,,big-east,,221.0,0.565,361,204,0.46,166,0.5479999999999999,91,1016.0,,120.0,91.0,499,,15,0.0,0,,0,,341,0.5670000000000001,11.1,55.0,361,0.565,204,,6.8,aaron-gray-1,Bust
2018,Aaron Holiday,California-Los Angeles,23,G,10.96,3.22,3.27,25.5,33.0,8.78,6.4,8.75,8.5,71.75,72.75,97.0,187.0,79.5,29.9,192,0.7,8,6.2,pac-12,8.7,104.0,0.557,460,212,0.41700000000000004,192,0.828,159,1244.0,1.6,17.0,87.0,671,1.9,42,0.446,205,0.429,88,5.3,121,0.609,18.5,125.0,255,0.486,124,26.7,4.9,aaron-holiday-1,Exclude
2016,Abdel Nader,Iowa State,58,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,8.0,54,2.1,23,4.5,big-12,14.3,148.0,0.555,337,161,0.315,106,0.736,78,1088.0,2.9,26.0,98.0,452,1.9,37,0.415,140,0.371,52,9.0,174,0.583,16.9,79.0,197,0.5529999999999999,109,21.5,2.8,abdel-nader-1,Exclude
2007,Acie Law,Texas A&M,11,G,11.0,3.04,3.22,29.0,34.0,8.0,5.6,8.46,9.1,74.0,75.5,98.0,186.0,78.5,30.8,169,0.1,1,,big-12,,105.0,0.544,432,216,0.428,185,0.778,144,1153.0,,8.0,83.0,614,,39,0.192,83,0.45799999999999996,38,6.0,113,0.591,14.5,88.0,349,0.51,178,27.8,5.9,acie-law-1,Exclude
2006,Adam Morrison,Gonzaga,3,F,11.46,3.1,3.37,25.5,30.5,11.0,6.8,8.95,9.59,78.5,79.75,105.0,198.0,82.0,,56,,11,,wcc,,135.0,0.556,617,306,0.504,311,0.772,240,1205.0,,47.0,66.0,926,,35,0.28,173,0.428,74,,182,0.605,9.0,76.0,444,0.523,232,,6.8,adam-morrison-1,Exclude
2014,Adreian Payne,Michigan State,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.55,9.25,9.5,81.0,81.75,109.0,238.5,88.0,10.2,41,3.8,28,6.6,big-ten,22.9,177.0,0.565,354,178,0.39,138,0.79,109,870.0,6.8,48.0,80.0,509,1.0,15,0.294,104,0.423,44,15.2,225,0.607,13.1,63.0,250,0.536,134,28.9,4.3,adreian-payne-1,Exclude
2007,Al Horford,Florida,3,F,12.15,3.1,3.37,31.0,35.5,20.0,9.1,8.95,9.59,80.0,81.75,107.0,246.0,84.75,,82,,70,,sec,,264.0,0.608,306,186,0.66,202,0.644,130,1057.0,,96.0,94.0,502,,28,0.006999999999999999,2,0.0,0,,360,0.624,14.5,68.0,304,0.612,186,,7.5,al-horford-1,Starter
2007,Al Thornton,Florida State,14,F,11.96,3.1,3.16,35.0,41.0,9.0,5.8,8.95,9.59,77.75,79.0,104.0,221.0,85.0,5.0,24,2.7,40,,acc,,145.0,0.57,460,244,0.457,210,0.79,166,1092.0,,106.0,95.0,690,,53,0.17600000000000002,81,0.444,36,14.6,251,0.616,13.5,87.0,379,0.5489999999999999,208,30.0,6.6,al-thornton-1,Bust
2010,Al-Farouq Aminu,Wake Forest,8,F,11.29,3.1,3.3,27.0,33.5,13.0,8.2,9.5,9.5,79.25,80.5,108.5,216.0,87.25,9.1,41,4.5,44,,acc,20.5,199.0,0.47100000000000003,374,167,0.532,199,0.698,139,970.0,14.6,133.0,91.0,491,2.6,44,0.17600000000000002,66,0.273,18,17.6,332,0.524,17.4,99.0,308,0.484,149,27.5,4.3,al-farouq-aminu-1,Role Player
2007,Alando Tucker,Wisconsin,29,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,16.1,73,0.7,10,,big-ten,,118.0,0.506,545,256,0.457,249,0.659,164,1181.0,,78.0,45.0,716,,33,0.226,123,0.325,40,10.2,196,0.54,8.3,60.0,422,0.512,216,32.8,5.9,alando-tucker-1,Exclude
2011,Alec Burks,Colorado,12,G,10.96,3.04,3.17,29.0,36.0,5.0,5.1,9.0,8.25,77.0,78.0,103.5,192.6,82.0,19.6,112,1.0,12,7.2,big-12,14.8,156.0,0.495,535,251,0.564,302,0.825,249,1193.0,9.2,91.0,89.0,779,2.0,41,0.179,96,0.292,28,12.1,247,0.574,12.7,99.0,439,0.508,223,32.3,6.6,alec-burks-1,Role Player
2017,Alec Peters,Valparaiso,54,F,11.46,3.1,3.3,29.41,34.23,11.36,8.8,8.75,10.0,79.25,80.75,105.0,232.0,82.75,14.8,64,1.2,11,6.4,horizon,23.3,219.0,0.528,468,218,0.415,194,0.887,172,1019.0,8.5,74.0,64.0,666,1.3,23,0.342,160,0.363,58,16.2,293,0.594,11.2,71.0,308,0.519,160,30.8,6.1,alec-peters-1,Exclude
2005,Alex Acker,Pepperdine,60,G,11.67,3.04,3.35,28.0,32.0,11.0,6.39,8.46,9.1,75.75,76.75,102.5,183.0,84.0,19.9,114,0.9,15,,wcc,,157.0,0.522,407,183,0.26,106,0.858,91,1152.0,,44.0,58.0,516,,40,0.337,137,0.431,59,9.5,201,0.564,15.2,82.0,270,0.45899999999999996,124,22.2,4.0,alex-acker-1,Exclude
2013,Alex Len,Maryland,5,C,11.96,3.1,3.42,27.58,31.48,10.79,6.4,9.0,10.75,82.59,83.73,110.57,247.02,87.5,7.8,37,8.0,78,8.0,acc,21.0,189.0,0.535,324,173,0.47200000000000003,153,0.6859999999999999,105,1004.0,13.2,109.0,101.0,452,0.5,8,0.025,8,0.125,1,17.2,298,0.57,13.1,60.0,316,0.544,172,22.8,5.0,alex-len-1,Role Player
2006,Alexander Johnson,Florida State,45,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,6.0,21,3.0,30,,acc,,142.0,0.56,235,127,0.723,170,0.706,120,723.0,,74.0,93.0,383,,31,0.12300000000000001,29,0.31,9,18.4,216,0.606,20.6,82.0,206,0.573,118,26.8,4.6,alexander-johnson-1,Exclude
2018,Alize Johnson,Missouri State,50,F,11.83,3.28,3.38,25.0,31.0,8.0,8.1,8.5,9.75,79.25,80.0,103.0,216.6,80.75,19.3,94,1.5,14,5.4,mvc,30.4,280.0,0.48100000000000004,400,172,0.363,145,0.759,110,1028.0,11.4,104.0,69.0,495,0.9,15,0.365,146,0.281,41,21.0,384,0.528,13.6,74.0,254,0.516,131,27.1,4.7,alize-johnson-1,Exclude
2013,Allen Crabbe,California,31,G,10.67,3.1,3.32,30.5,36.0,10.0,4.65,8.25,8.5,77.25,78.25,103.5,197.4,83.25,16.2,87,1.9,23,8.3,pac-12,16.0,167.0,0.528,468,215,0.297,139,0.813,113,1195.0,3.3,33.0,69.0,607,1.9,37,0.39299999999999996,184,0.348,64,9.8,200,0.568,13.5,83.0,284,0.532,151,26.6,5.1,allen-crabbe-1,Role Player
2001,Alton Ford,Houston,50,F,11.7,3.1,3.16,34.5,36.5,21.0,8.0,8.95,9.59,80.25,80.81,102.5,271.0,82.5,,17,,19,,cusa,,112.0,0.452,220,95,0.605,133,0.609,81,663.0,,42.0,97.0,280,,5,0.155,34,0.265,9,,154,0.494,18.9,66.0,186,0.462,86,,1.2,alton-ford-1,Exclude
2001,Alvin Jones,Georgia Tech,56,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,46,,101,,acc,,239.0,0.48200000000000004,278,134,0.802,223,0.596,133,875.0,,73.0,96.0,401,,28,0.006999999999999999,2,0.0,0,,312,0.522,19.0,90.0,276,0.486,134,,4.5,alvin-jones-1,Exclude
2012,Andre Drummond,Connecticut,9,C,10.83,3.1,3.39,31.5,33.5,10.0,7.5,9.5,9.5,81.75,83.75,109.5,278.6,90.25,3.4,15,9.9,92,6.0,big-east,17.0,143.0,0.5379999999999999,292,157,0.301,88,0.295,26,967.0,14.2,114.0,75.0,340,1.8,28,0.006999999999999999,2,0.0,0,15.6,257,0.509,13.5,52.0,290,0.541,157,20.9,2.9,andre-drummond-1,Starter
2004,Andre Emmett,Texas Tech,35,G,11.11,3.04,3.22,30.1,36.1,8.78,6.7,8.46,9.1,75.5,76.5,100.0,216.0,81.0,10.5,62,0.6,10,,big-12,,156.0,0.5429999999999999,494,260,0.457,226,0.73,165,1259.0,,69.0,49.0,701,,44,0.091,45,0.35600000000000004,16,10.3,225,0.583,10.4,70.0,449,0.5429999999999999,244,26.5,6.3,andre-emmett-1,Exclude
2004,Andre Iguodala,Arizona,9,G,11.17,3.04,3.18,30.5,34.5,4.0,6.7,8.46,9.1,77.75,78.75,105.5,217.0,83.0,23.7,147,0.7,11,,pac-10,,181.0,0.488,302,136,0.391,118,0.7879999999999999,93,962.0,,72.0,75.0,388,,48,0.242,73,0.315,23,14.1,253,0.542,18.8,83.0,229,0.493,113,20.4,3.0,andre-iguodala-1,Starter
2013,Andre Roberson,Colorado,26,F,11.36,3.02,3.34,30.0,36.5,10.0,7.05,8.75,9.5,78.25,79.0,104.5,205.8,83.0,9.4,44,4.4,41,9.8,pac-12,29.4,255.0,0.515,275,132,0.35600000000000004,98,0.551,54,1036.0,10.6,92.0,77.0,337,3.9,67,0.21100000000000002,58,0.32799999999999996,19,20.0,347,0.524,18.7,74.0,217,0.521,113,19.9,4.3,andre-roberson-1,Starter
2005,Andrew Bogut,Utah,1,C,12.06,3.1,3.51,27.5,33.5,13.0,8.73,9.12,9.86,83.0,84.25,110.5,250.6,87.0,18.2,82,4.2,65,,mwc,,297.0,0.63,453,281,0.45899999999999996,208,0.6920000000000001,144,1224.0,,130.0,78.0,715,,34,0.055,25,0.36,9,24.2,427,0.648,14.8,96.0,428,0.636,272,29.7,10.9,andrew-bogut-1,Starter
2011,Andrew Goudelock,College of Charleston,46,G,10.33,3.04,3.1,32.5,37.0,4.0,9.9,8.25,9.25,73.25,74.75,96.5,197.6,76.25,26.4,157,0.5,7,4.0,southern,9.9,118.0,0.5489999999999999,699,318,0.192,134,0.821,110,1302.0,2.3,25.0,66.0,877,1.5,33,0.461,322,0.40700000000000003,131,6.3,143,0.575,13.5,119.0,377,0.496,187,34.5,6.5,andrew-goudelock-1,Exclude
2015,Andrew Harrison,Kentucky,44,G,11.2,3.04,3.34,26.5,33.0,8.78,5.9,8.25,9.25,76.5,77.5,100.0,213.2,81.0,26.0,139,0.9,8,9.0,sec,8.1,74.0,0.446,267,101,0.596,159,0.792,126,994.0,1.7,13.0,70.0,364,2.5,40,0.35200000000000004,94,0.38299999999999995,36,5.1,87,0.531,15.7,64.0,173,0.376,65,21.4,5.1,andrew-harrison-1,Exclude
2012,Andrew Nicholson,St. Bonaventure,19,F,11.89,3.1,3.67,28.5,30.5,10.0,7.6,10.0,10.75,80.5,81.5,107.0,234.0,88.0,9.4,33,7.3,63,8.6,atlantic-10,25.1,186.0,0.601,385,220,0.429,165,0.7759999999999999,128,962.0,11.1,83.0,90.0,591,1.3,21,0.138,53,0.434,23,18.1,269,0.638,14.7,80.0,332,0.593,197,29.5,5.8,andrew-nicholson-1,Bust
2014,Andrew Wiggins,Kansas,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,9.2,54,3.1,34,8.5,big-12,12.3,129.0,0.499,422,189,0.5379999999999999,227,0.775,176,1148.0,8.4,76.0,94.0,597,2.1,41,0.299,126,0.341,43,10.4,205,0.563,13.1,80.0,296,0.493,146,26.3,4.9,andrew-wiggins-1,Role Player
2010,Andy Rautins,Syracuse,38,G,11.27,3.04,3.49,23.5,30.5,8.0,6.2,8.0,9.75,76.25,77.0,100.0,191.6,79.0,23.9,171,0.8,8,,big-east,8.8,100.0,0.603,297,130,0.273,81,0.815,66,1137.0,2.0,18.0,76.0,424,3.4,69,0.8109999999999999,241,0.40700000000000003,98,5.8,118,0.632,22.6,98.0,56,0.5710000000000001,32,18.4,4.9,andy-rautins-1,Exclude
2013,Anthony Bennett,Nevada-Las Vegas,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,8.8,34,4.6,43,8.5,mwc,24.0,199.0,0.58,379,202,0.467,177,0.701,124,950.0,10.3,86.0,80.0,564,1.5,24,0.253,96,0.375,36,17.1,285,0.609,12.3,65.0,283,0.5870000000000001,166,27.5,5.7,anthony-bennett-1,Exclude
2015,Anthony Brown,Stanford,34,F,10.94,3.29,3.18,27.5,34.5,4.0,6.1,8.5,9.0,77.75,79.25,104.5,211.0,83.0,15.2,94,0.6,7,7.0,pac-12,18.8,214.0,0.528,408,176,0.358,146,0.795,116,1320.0,3.8,42.0,78.0,547,1.3,28,0.439,179,0.441,79,11.4,256,0.573,13.1,72.0,229,0.424,97,21.7,5.2,anthony-brown-5,Exclude
2012,Anthony Davis,Kentucky,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.9,9.0,8.5,81.25,82.5,108.0,221.8,89.5,7.5,50,13.7,186,18.7,sec,25.6,296.0,0.628,337,210,0.602,203,0.7090000000000001,144,1281.0,11.6,119.0,78.0,567,2.5,54,0.059000000000000004,20,0.15,3,19.0,415,0.654,8.6,41.0,317,0.653,207,18.8,9.9,anthony-davis-5,All-Star
2008,Anthony Randolph,Louisiana State,14,F,11.86,3.1,3.26,29.0,35.0,7.0,4.7,8.95,9.59,81.0,82.25,109.0,197.0,87.0,8.5,38,4.6,70,,sec,,177.0,0.467,394,183,0.42100000000000004,166,0.693,115,1016.0,,86.0,85.0,483,,35,0.048,19,0.105,2,14.2,263,0.511,16.3,92.0,375,0.483,181,28.0,3.5,anthony-randolph-1,Exclude
2005,Antoine Wright,Texas A&M,15,F,11.45,3.1,3.41,26.5,29.5,12.0,7.79,8.95,9.59,77.25,78.25,104.5,202.6,80.75,,69,,22,,big-12,,134.0,0.594,385,193,0.361,139,0.691,96,1052.0,,51.0,79.0,553,,36,0.413,159,0.447,71,,185,0.613,14.3,75.0,226,0.54,122,,5.9,antoine-wright-1,Bust
2004,Antonio Burks,Memphis,36,G,11.11,3.04,3.22,30.1,36.1,9.0,9.9,8.46,9.1,72.0,72.75,96.5,191.0,78.5,36.2,165,0.5,7,,cusa,,80.0,0.551,371,176,0.307,114,0.632,72,1030.0,,16.0,69.0,481,,71,0.37200000000000005,138,0.413,57,5.1,96,0.5660000000000001,14.8,74.0,233,0.511,119,23.7,5.1,antonio-burks-1,Exclude
2013,Archie Goodwin,Kentucky,29,G,10.75,3.41,3.27,30.0,36.0,1.0,4.55,8.5,9.0,75.75,77.25,102.0,189.0,81.5,16.8,88,1.4,15,2.4,sec,11.2,104.0,0.46399999999999997,357,157,0.594,212,0.637,135,1048.0,5.6,48.0,97.0,466,2.1,36,0.179,64,0.266,17,8.5,152,0.509,18.1,101.0,293,0.478,140,27.2,3.1,archie-goodwin-1,Role Player
2010,Armon Johnson,Nevada-Reno,34,G,11.25,3.04,3.19,31.5,38.5,18.0,5.6,8.25,9.25,74.0,75.25,99.5,195.2,80.0,30.4,189,0.9,12,,wac,8.0,89.0,0.515,442,219,0.267,118,0.6779999999999999,80,1172.0,2.6,26.0,61.0,535,1.4,28,0.161,71,0.239,17,5.5,115,0.537,18.6,114.0,371,0.544,202,25.7,3.0,armon-johnson-1,Exclude
2012,Arnett Moultrie,Mississippi State,27,F,11.32,3.1,3.22,33.5,37.5,10.0,7.7,9.25,9.25,81.5,82.75,106.5,232.8,86.25,7.0,35,2.1,23,4.8,sec,23.5,204.0,0.561,328,180,0.485,159,0.78,124,1073.0,12.2,110.0,67.0,492,1.4,25,0.055,18,0.444,8,17.7,314,0.61,15.3,73.0,310,0.555,172,23.3,5.0,arnett-moultrie-1,Exclude
2007,Arron Afflalo,California-Los Angeles,27,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,70,,8,,pac-10,,84.0,0.556,456,210,0.276,126,0.802,101,1186.0,,15.0,66.0,608,,22,0.509,232,0.375,87,,99,0.589,11.0,64.0,224,0.5489999999999999,123,,5.5,arron-afflalo-1,Starter
2009,Austin Daye,Gonzaga,15,F,12.11,3.1,3.55,25.0,28.0,0.0,5.5,8.95,9.59,81.75,82.75,110.0,191.8,86.75,7.8,37,6.2,70,,wcc,,196.0,0.532,333,159,0.327,109,0.706,77,895.0,,36.0,97.0,431,,24,0.252,84,0.429,36,14.5,232,0.56,15.9,73.0,249,0.494,123,26.0,5.7,austin-daye-1,Role Player
2012,Austin Rivers,Duke,10,G,11.54,3.04,3.32,32.5,37.5,1.0,6.2,8.5,10.0,75.5,77.0,96.5,202.8,79.25,13.0,71,0.1,1,3.7,acc,10.0,94.0,0.505,402,174,0.45799999999999996,184,0.6579999999999999,121,1129.0,2.2,21.0,76.0,527,1.7,33,0.396,159,0.365,58,6.0,115,0.5379999999999999,13.9,79.0,243,0.47700000000000004,116,25.2,3.5,austin-rivers-1,Role Player
2010,Avery Bradley,Texas,19,G,11.47,3.04,3.14,31.5,37.5,2.0,4.0,8.25,9.5,74.0,75.25,98.5,180.4,79.25,12.4,71,1.6,18,,big-12,6.6,65.0,0.489,368,159,0.179,66,0.545,36,1003.0,3.5,33.0,80.0,396,2.4,44,0.304,112,0.375,42,5.1,98,0.496,11.5,52.0,256,0.457,117,20.4,3.2,avery-bradley-1,Role Player
2017,Bam Adebayo,Kentucky,14,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,4.7,32,4.9,57,9.5,sec,17.3,186.0,0.599,284,170,0.831,236,0.653,154,1145.0,11.1,118.0,99.0,494,1.2,26,0.0,0,,0,14.2,304,0.624,13.9,64.0,284,0.599,170,18.5,5.6,edrice-adebayo-1,Exclude
2016,Ben Bentil,Providence,51,F,11.16,3.1,3.3,29.0,33.0,11.36,9.7,9.5,10.0,79.25,80.25,105.0,229.2,85.5,8.0,40,3.1,36,6.7,big-east,16.6,174.0,0.51,533,246,0.465,248,0.782,194,1198.0,8.4,94.0,97.0,738,1.4,30,0.29600000000000004,158,0.32899999999999996,52,12.4,268,0.5670000000000001,9.3,67.0,375,0.517,194,29.6,5.8,ben-bentil-1,Exclude
2004,Ben Gordon,Connecticut,3,G,11.28,3.04,3.19,31.5,37.5,12.0,5.3,8.46,9.1,73.0,74.25,99.0,192.0,80.5,23.4,176,0.3,6,,big-east,,150.0,0.528,551,239,0.309,170,0.8290000000000001,141,1346.0,,34.0,91.0,723,,53,0.436,240,0.433,104,6.9,184,0.5720000000000001,14.6,108.0,311,0.434,135,25.8,7.0,ben-gordon-1,Starter
2013,Ben McLemore,Kansas,7,G,11.87,3.11,3.27,32.5,42.0,6.0,5.0,8.75,9.5,75.5,76.75,100.5,189.2,79.75,12.6,73,2.2,25,10.2,big-12,13.2,145.0,0.586,400,198,0.345,138,0.87,120,1191.0,5.0,47.0,69.0,589,1.8,37,0.435,174,0.42,73,9.4,192,0.633,14.2,77.0,226,0.5529999999999999,125,23.2,6.5,ben-mclemore-1,Bust
2016,Ben Simmons,Louisiana State,1,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,27.4,158,2.5,27,11.6,sec,26.8,285.0,0.561,386,216,0.769,297,0.67,199,1151.0,9.6,103.0,92.0,632,3.1,65,0.008,3,0.33299999999999996,1,18.2,388,0.6,17.4,111.0,383,0.561,215,26.4,6.0,ben-simmons-1,Exclude
2012,Bernard James,Florida State,33,F,11.84,3.1,3.4,30.0,32.5,6.0,5.0,9.0,9.25,80.75,82.0,108.5,229.8,87.0,3.6,16,9.5,82,8.4,acc,21.4,176.0,0.606,259,157,0.44799999999999995,116,0.552,64,979.0,13.6,107.0,68.0,378,1.6,26,0.0,0,,0,17.6,283,0.602,18.9,73.0,259,0.606,157,20.0,4.3,bernard-james--1,Exclude
2004,Bernard Robinson,Michigan,45,G,10.91,3.04,3.17,28.5,34.5,14.0,6.0,8.46,9.1,77.25,78.5,102.0,208.0,82.0,,130,,10,,big-ten,,158.0,0.457,347,150,0.35200000000000004,122,0.77,94,1095.0,,36.0,84.0,411,,64,0.196,68,0.25,17,,194,0.507,18.7,93.0,279,0.47700000000000004,133,,3.5,bernard-robinson-1,Exclude
2009,Blake Griffin,Oklahoma,1,F,10.95,3.1,3.28,32.0,35.5,22.0,8.2,8.95,9.59,80.5,82.0,105.0,248.4,83.25,16.3,80,2.6,41,,big-12,,369.0,0.657,459,300,0.706,324,0.59,191,1165.0,,135.0,89.0,794,,39,0.017,8,0.375,3,24.0,504,0.648,15.9,116.0,451,0.659,297,30.8,9.7,blake-griffin-1,All-Star
2006,Bobby Jones,Washington,37,F,11.23,3.1,3.28,28.5,34.5,15.0,8.0,8.95,9.59,77.75,78.75,101.5,211.0,81.5,8.2,43,1.4,17,,pac-10,,94.0,0.5329999999999999,239,113,0.494,118,0.746,88,874.0,,69.0,104.0,343,,40,0.368,88,0.33,29,11.0,163,0.581,18.3,66.0,151,0.556,84,19.1,3.9,bobby-jones-2,Exclude
2015,Bobby Portis,Arkansas,22,F,11.78,3.28,3.56,25.0,31.5,5.0,8.9,9.5,9.25,81.5,82.5,108.5,246.2,86.0,8.8,42,4.8,50,9.0,sec,20.2,188.0,0.552,466,250,0.335,156,0.737,115,1076.0,13.6,133.0,78.0,629,2.1,39,0.064,30,0.467,14,16.8,321,0.5820000000000001,9.4,56.0,436,0.541,236,26.7,6.1,bobby-portis-1,Role Player
2001,Bobby Simmons,DePaul,41,F,11.69,3.1,3.41,27.5,34.0,12.0,6.7,8.95,9.59,78.25,80.81,105.0,235.0,84.25,,72,,4,,cusa,,172.0,0.539,333,149,0.465,155,0.8,124,981.0,,76.0,97.0,483,,23,0.495,165,0.37,61,,248,0.594,12.9,60.0,168,0.524,88,,3.9,bobby-simmons-1,Starter
2005,Bracey Wright,Indiana,47,G,11.58,3.04,3.27,30.0,36.0,8.0,6.39,8.46,9.1,73.25,74.5,100.5,186.8,82.0,20.4,70,1.3,15,,big-ten,,92.0,0.48200000000000004,363,150,0.444,161,0.7829999999999999,126,917.0,,33.0,50.0,476,,29,0.419,152,0.32899999999999996,50,8.5,125,0.542,13.4,68.0,211,0.474,100,30.4,3.3,bracey-wright-1,Exclude
2012,Bradley Beal,Florida,3,G,10.95,3.04,3.28,33.0,39.0,8.0,6.0,8.5,9.0,75.25,76.75,100.0,201.8,80.0,12.7,83,2.6,31,8.6,sec,20.3,199.0,0.525,393,175,0.44,173,0.769,133,1267.0,4.8,50.0,76.0,546,2.5,51,0.473,186,0.33899999999999997,63,12.3,249,0.575,14.3,79.0,207,0.541,112,23.0,5.7,bradley-beal-1,Starter
2007,Brandan Wright,North Carolina,8,F,11.76,3.1,3.31,30.5,35.5,2.0,5.8,8.95,9.59,80.75,82.0,108.5,200.0,87.75,,37,,65,,acc,,152.0,0.6459999999999999,353,228,0.445,157,0.5670000000000001,89,1013.0,,77.0,55.0,545,,36,0.0,0,,0,,229,0.637,12.1,59.0,353,0.6459999999999999,228,,7.6,brandan-wright-1,Exclude
2015,Branden Dawson,Michigan State,56,F,12.22,3.53,3.2,28.5,34.5,12.0,5.8,9.0,8.75,77.5,78.75,105.0,230.2,83.0,12.2,59,6.3,58,9.5,big-ten,23.5,216.0,0.535,340,182,0.306,104,0.49,51,1055.0,11.9,102.0,72.0,415,2.5,42,0.0,0,,0,17.9,318,0.5329999999999999,14.7,67.0,340,0.535,182,23.4,4.4,branden-dawson-1,Exclude
2001,Brandon Armstrong,Pepperdine,23,G,10.91,3.04,3.2,30.0,37.0,6.0,9.3,8.46,9.1,75.5,76.12,99.5,188.0,81.5,,46,,6,,wcc,,65.0,0.518,537,240,0.289,155,0.826,128,1027.0,,36.0,85.0,684,,46,0.369,198,0.384,76,,101,0.56,9.6,65.0,339,0.484,164,,4.8,brandon-armstrong-1,Exclude
2005,Brandon Bass,Louisiana State,33,F,11.61,3.1,3.24,31.5,33.0,18.0,9.3,8.95,9.59,78.25,79.25,106.5,246.0,86.5,5.5,25,3.3,48,,sec,,190.0,0.586,319,181,0.589,188,0.777,146,1007.0,,82.0,73.0,520,,24,0.08199999999999999,26,0.462,12,16.1,272,0.637,11.7,54.0,293,0.5770000000000001,169,23.2,5.5,brandon-bass-1,Role Player
2003,Brandon Hunter,Ohio,56,F,11.13,3.1,3.21,32.5,35.0,25.0,8.0,8.95,9.59,78.5,80.81,105.5,266.0,86.75,,78,,35,,mac,,283.0,0.536,415,217,0.807,335,0.594,199,1146.0,,95.0,84.0,644,,25,0.08900000000000001,37,0.297,11,,378,0.561,15.8,108.0,378,0.545,206,,3.7,brandon-hunter-1,Exclude
2016,Brandon Ingram,Duke,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,11.4,72,3.6,49,7.5,acc,15.5,177.0,0.525,484,214,0.35100000000000003,170,0.682,116,1246.0,6.0,67.0,74.0,624,1.9,41,0.40299999999999997,195,0.41,80,10.8,244,0.552,11.3,72.0,289,0.46399999999999997,134,25.6,4.9,brandon-ingram-1,Role Player
2011,Brandon Knight,Kentucky,8,G,10.74,3.04,3.07,29.0,37.5,10.0,4.2,8.25,9.5,73.5,75.25,98.5,176.8,78.75,23.4,159,0.6,8,5.9,sec,10.2,128.0,0.508,513,217,0.33299999999999996,171,0.795,136,1363.0,2.2,25.0,83.0,657,1.1,25,0.45,231,0.377,87,6.3,153,0.5529999999999999,16.8,120.0,282,0.461,130,27.0,5.3,brandon-knight-1,Role Player
