year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,player_id,classification
2005,Joey Graham,Oklahoma State,16,F,10.62,3.1,3.05,30.0,36.0,26.0,7.79,8.95,9.59,77.25,78.5,104.0,216.6,80.0,13.5,67,0.4,5,,big-12,,151.0,0.563,380,201,0.466,177,0.887,157,1009.0,,53.0,102.0,585,,30,0.145,55,0.473,26,12.8,204,0.63,15.9,88.0,325,0.5379999999999999,175,27.7,5.8,joey-graham-1,Bust
2017,John Collins,Wake Forest,19,F,11.66,3.27,3.27,33.0,37.5,15.0,5.4,9.0,10.0,80.25,81.5,106.5,225.2,83.25,4.5,17,6.6,52,7.9,acc,25.6,200.0,0.622,376,234,0.585,220,0.745,164,878.0,16.4,124.0,98.0,632,1.3,21,0.003,1,0.0,0,21.1,324,0.6579999999999999,11.1,60.0,375,0.624,234,29.9,5.6,john-collins-1,Exclude
2012,John Henson,North Carolina,14,F,11.46,3.1,3.3,25.5,30.0,5.0,8.6,9.25,10.0,81.0,82.5,112.0,216.0,89.0,8.0,44,9.6,101,9.6,acc,27.1,259.0,0.5,410,205,0.32899999999999996,135,0.511,69,1019.0,9.0,89.0,55.0,479,1.1,20,0.0,0,,0,17.9,348,0.505,8.7,45.0,410,0.5,205,23.1,5.0,john-henson-1,Starter
2012,John Jenkins,Vanderbilt,23,G,11.36,3.04,3.37,30.5,36.5,10.0,7.1,9.0,9.0,75.25,76.25,98.0,212.0,80.5,8.4,42,1.0,11,9.7,sec,9.1,85.0,0.62,458,217,0.33399999999999996,153,0.8370000000000001,128,1177.0,1.7,16.0,42.0,696,1.5,29,0.6659999999999999,305,0.439,134,5.4,101,0.6559999999999999,9.4,55.0,153,0.542,83,26.2,6.5,john-jenkins-1,Exclude
2002,John Salmons,Miami (FL),26,F,11.35,3.1,3.25,30.5,34.5,12.0,7.79,8.95,9.59,77.5,80.81,104.0,207.0,82.25,36.1,195,1.3,20,,big-east,,132.0,0.498,297,137,0.49200000000000005,146,0.8420000000000001,123,1077.0,,59.0,75.0,419,,57,0.239,71,0.31,22,9.6,191,0.5720000000000001,24.5,119.0,226,0.509,115,21.8,4.9,john-salmons-1,Role Player
2010,John Wall,Kentucky,1,G,10.84,3.04,3.14,30.0,39.0,8.78,5.6,8.25,9.5,74.75,76.0,101.5,195.6,81.25,34.8,241,1.5,19,,sec,10.1,129.0,0.503,438,202,0.53,232,0.754,175,1288.0,2.7,30.0,72.0,616,2.9,66,0.26,114,0.325,37,6.6,159,0.562,21.4,149.0,324,0.509,165,25.7,6.3,john-wall-1,Starter
2009,Jon Brockman,Washington,38,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,39,,3,,pac-10,,247.0,0.526,361,190,0.546,197,0.64,126,1036.0,,144.0,102.0,506,,31,0.003,1,0.0,0,,391,0.557,12.5,65.0,360,0.528,190,,5.1,jon-brockman-1,Exclude
2011,Jon Leuer,Wisconsin,40,F,10.82,3.1,3.36,29.5,36.5,14.0,5.4,8.75,9.75,82.0,83.5,105.5,223.2,84.0,12.8,56,3.1,30,8.3,big-ten,22.6,189.0,0.526,483,227,0.27699999999999997,134,0.843,113,1139.0,6.3,57.0,75.0,621,1.0,17,0.302,146,0.37,54,14.1,246,0.568,9.0,54.0,337,0.513,173,31.1,6.3,jon-leuer-1,Role Player
2017,Jonah Bolden,Red Star Belgrade (Serbia),36,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.8,33,4.2,27,5.4,,17.5,114.0,0.451,123,51,0.366,45,0.733,33,672.0,5.8,36.0,64.0,144,1.7,21,0.293,36,0.25,9,11.8,150,0.499,15.3,26.0,87,0.483,42,12.1,1.4,jonah-bolden-1,Exclude
2017,Jonathan Isaac,Florida State,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.5,37,6.2,49,10.9,acc,25.1,195.0,0.568,256,130,0.461,118,0.78,92,839.0,7.7,56.0,70.0,383,2.4,37,0.348,89,0.348,31,16.7,251,0.614,13.3,48.0,167,0.593,99,20.3,4.3,jonathan-isaac-1,Exclude
2009,Jonny Flynn,Syracuse,6,G,10.86,3.04,3.23,33.0,40.0,10.0,6.3,8.46,9.1,71.25,72.75,95.5,195.6,76.0,,254,,6,,big-east,,82.0,0.507,476,219,0.48100000000000004,229,0.7859999999999999,180,1418.0,,22.0,55.0,663,,54,0.298,142,0.317,45,,104,0.5670000000000001,18.1,129.0,334,0.521,174,,4.9,jonny-flynn-1,Exclude
2014,Jordan Adams,California-Los Angeles,22,G,12.13,3.05,3.5,24.5,29.5,8.78,10.8,8.5,7.5,75.5,76.75,102.0,208.8,82.0,14.7,84,0.6,5,12.0,pac-12,13.1,125.0,0.545,429,208,0.441,189,0.836,158,1082.0,7.5,67.0,78.0,626,5.0,95,0.34,146,0.35600000000000004,52,10.4,192,0.603,9.4,54.0,283,0.551,156,26.5,6.4,jordan-adams-1,Exclude
2017,Jordan Bell,Oregon,38,F,10.63,2.83,3.21,31.5,38.0,16.0,5.4,9.25,9.5,79.0,80.5,104.5,223.6,83.75,11.4,70,8.5,88,13.6,pac-12,22.4,230.0,0.6409999999999999,269,171,0.435,117,0.701,82,1124.0,12.2,112.0,68.0,427,2.5,49,0.052000000000000005,14,0.214,3,17.6,342,0.6579999999999999,18.8,75.0,255,0.659,168,18.0,6.2,jordan-bell-1,Exclude
2014,Jordan Clarkson,Missouri,46,G,10.76,2.98,3.28,33.0,38.5,8.78,4.3,8.25,9.0,75.25,77.0,98.0,186.3,80.0,23.3,118,0.6,6,4.0,sec,9.3,106.0,0.48200000000000004,467,209,0.418,195,0.831,162,1228.0,2.9,28.0,76.0,612,1.9,38,0.244,114,0.281,32,6.4,134,0.547,14.3,93.0,353,0.501,177,27.9,4.4,jordan-clarkson-1,Role Player
2010,Jordan Crawford,Xavier,27,G,11.03,3.04,3.37,31.5,34.5,7.0,4.9,8.0,9.0,75.0,76.5,101.0,198.4,79.0,20.1,101,0.6,7,,atlantic-10,12.0,132.0,0.532,563,260,0.27399999999999997,154,0.773,119,1147.0,3.4,34.0,57.0,718,2.4,47,0.359,202,0.391,79,7.9,166,0.564,11.8,85.0,361,0.501,181,30.8,5.9,jordan-crawford-1,Role Player
2006,Jordan Farmar,California-Los Angeles,26,G,11.07,3.04,3.17,33.5,42.0,11.0,4.4,8.46,9.1,72.75,74.0,94.5,171.0,75.0,37.6,189,0.6,9,,pac-10,,74.0,0.485,420,172,0.302,127,0.7170000000000001,91,1125.0,,21.0,63.0,498,,41,0.45,189,0.33299999999999996,63,5.4,95,0.518,21.9,135.0,231,0.47200000000000003,109,29.4,3.9,jordan-farmar-1,Starter
2011,Jordan Hamilton,Texas,26,F,11.47,3.1,3.3,25.0,32.0,7.0,9.8,9.0,9.25,78.75,80.5,104.0,228.4,81.5,14.6,76,1.8,23,10.4,big-12,18.5,204.0,0.522,552,243,0.221,122,0.779,95,1159.0,7.0,72.0,64.0,671,1.6,31,0.424,234,0.385,90,12.9,276,0.55,11.2,77.0,318,0.48100000000000004,153,29.1,6.7,jordan-hamilton-2,Exclude
2009,Jordan Hill,Arizona,8,F,12.23,3.1,3.3,31.0,35.0,11.0,6.0,8.95,9.59,81.25,82.25,108.0,232.4,85.5,9.6,50,3.9,58,,pac-10,,232.0,0.537,469,252,0.382,179,0.654,117,1213.0,,143.0,102.0,621,,30,0.0,0,,0,19.0,375,0.56,14.9,97.0,469,0.537,252,28.2,5.1,jordan-hill-1,Exclude
2014,Jordan McRae,Tennessee,58,G,11.07,3.15,3.39,27.5,34.5,8.78,5.2,8.75,8.5,75.75,77.25,104.0,179.4,84.5,17.6,91,3.3,38,8.4,sec,10.0,102.0,0.513,512,223,0.414,212,0.7879999999999999,167,1190.0,2.6,26.0,78.0,692,1.3,25,0.439,225,0.35100000000000003,79,6.3,128,0.565,11.2,77.0,287,0.502,144,30.4,6.2,jordan-mcrae-1,Exclude
2015,Jordan Mickey,Louisiana State,33,F,11.72,3.13,3.28,33.0,37.5,9.0,7.2,8.75,9.5,79.0,80.25,106.0,238.0,87.25,7.6,40,9.6,112,5.5,sec,19.6,209.0,0.505,379,191,0.38799999999999996,147,0.6459999999999999,95,1081.0,10.5,99.0,81.0,478,1.5,29,0.024,9,0.111,1,15.3,308,0.5329999999999999,18.4,101.0,370,0.514,190,25.0,3.9,jordan-mickey-1,Exclude
2011,Jordan Williams,Maryland,36,F,12.74,3.1,3.45,25.0,30.5,10.0,12.1,9.25,10.0,79.75,81.0,106.5,247.2,84.25,3.9,21,4.1,45,5.1,acc,26.0,267.0,0.5379999999999999,396,213,0.5760000000000001,228,0.575,131,1073.0,12.6,121.0,80.0,557,1.2,23,0.0,0,,0,19.5,388,0.552,9.5,53.0,396,0.5379999999999999,213,24.5,5.7,jordan-williams-1,Exclude
2001,Joseph Forte,North Carolina,21,G,11.51,3.04,3.19,26.5,33.0,10.0,6.39,8.46,9.1,75.5,76.12,100.5,193.0,78.5,,116,,12,,acc,,160.0,0.499,558,251,0.28,156,0.853,133,1145.0,,41.0,60.0,690,,67,0.262,146,0.377,55,,201,0.546,11.7,84.0,412,0.47600000000000003,196,,4.8,joseph-forte-1,Exclude
2006,Josh Boone,Connecticut,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,4.2,22,4.7,69,,big-east,,132.0,0.564,243,137,0.5720000000000001,139,0.547,76,922.0,,106.0,72.0,350,,13,0.0,0,,0,13.4,238,0.5660000000000001,12.0,42.0,243,0.564,137,17.6,4.4,josh-boone-1,Role Player
2004,Josh Childress,Stanford,6,G,11.95,3.04,3.38,29.0,36.0,11.0,9.3,8.46,9.1,77.75,79.25,105.0,196.0,83.0,18.5,61,4.0,37,,pac-10,,129.0,0.555,254,124,0.374,95,0.821,78,685.0,,44.0,54.0,360,,20,0.33899999999999997,86,0.395,34,15.1,173,0.602,14.6,51.0,168,0.536,90,25.8,5.1,josh-childress-1,Starter
2011,Josh Harrellson,Kentucky,45,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,5.1,30,5.2,57,11.4,sec,18.9,189.0,0.615,208,127,0.26899999999999996,56,0.589,33,1083.0,15.2,140.0,91.0,289,2.0,35,0.048,10,0.2,2,17.1,329,0.616,10.7,28.0,198,0.631,125,12.5,5.5,josh-harrellson-1,Exclude
2017,Josh Hart,Villanova,30,G,11.15,3.02,3.18,27.5,35.5,9.0,5.8,8.5,9.5,75.75,77.0,101.0,209.2,80.25,18.8,106,1.0,10,12.1,big-east,17.6,179.0,0.59,463,236,0.36700000000000005,170,0.747,127,1193.0,5.8,51.0,81.0,673,2.9,56,0.395,183,0.40399999999999997,74,12.2,230,0.619,11.5,71.0,280,0.579,162,27.8,7.7,josh-hart-1,Exclude
2003,Josh Howard,Wake Forest,29,F,10.89,3.1,3.09,33.0,36.5,4.0,6.0,8.95,9.59,77.25,80.81,105.5,202.0,86.0,13.4,59,3.2,48,,acc,,155.0,0.539,428,204,0.40700000000000003,174,0.833,145,1002.0,,102.0,89.0,606,,64,0.332,142,0.373,53,14.0,257,0.593,13.8,82.0,286,0.528,151,28.0,7.0,josh-howard-1,Starter
2014,Josh Huestis,Stanford,29,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,6.8,43,5.9,69,6.1,pac-12,18.4,204.0,0.488,346,156,0.295,102,0.627,64,1266.0,8.8,91.0,76.0,402,1.0,21,0.223,77,0.33799999999999997,26,13.7,295,0.51,9.8,43.0,269,0.483,130,18.0,4.0,josh-huestis-1,Exclude
2017,Josh Jackson,Kansas,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,18.2,104,3.5,37,10.7,big-12,17.5,177.0,0.552,429,220,0.40299999999999997,173,0.5660000000000001,98,1077.0,8.7,81.0,104.0,572,3.1,59,0.21,90,0.37799999999999995,34,13.3,258,0.5589999999999999,15.9,97.0,339,0.5489999999999999,186,27.2,4.9,josh-jackson-2,Exclude
2007,Josh McRoberts,Duke,37,F,11.7,3.1,3.47,27.5,31.5,12.0,13.7,8.95,9.59,80.0,82.0,106.5,240.0,85.0,20.6,114,5.2,82,,acc,,191.0,0.509,327,164,0.446,146,0.664,97,1164.0,,69.0,83.0,430,,39,0.07,23,0.217,5,13.7,260,0.542,16.8,80.0,304,0.523,159,21.1,6.0,josh-mcroberts-1,Starter
2018,Josh Okogie,Georgia Tech,20,G,11.08,3.03,3.04,33.0,42.0,12.0,5.2,9.0,9.75,75.0,76.5,102.0,210.8,84.0,15.6,59,2.8,23,6.8,acc,13.1,96.0,0.475,320,133,0.506,162,0.821,133,873.0,7.3,54.0,70.0,437,2.9,42,0.313,100,0.38,38,10.2,150,0.55,13.3,61.0,220,0.43200000000000005,95,27.3,3.4,josh-okogie-1,Exclude
2015,Josh Richardson,Tennessee,40,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,24.4,115,2.0,16,7.8,sec,13.2,115.0,0.519,399,184,0.311,124,0.7979999999999999,99,1162.0,2.9,28.0,79.0,513,3.8,67,0.321,128,0.359,46,7.8,143,0.56,15.7,85.0,271,0.509,138,25.5,4.6,josh-richardson-2,Starter
2011,Josh Selby,Kansas,49,G,11.13,3.04,3.2,29.5,42.0,5.0,7.9,8.5,9.0,73.75,75.0,98.0,194.6,77.25,17.8,56,0.2,1,2.8,big-12,9.7,48.0,0.461,193,72,0.192,37,0.757,28,530.0,2.4,10.0,44.0,206,2.3,21,0.48700000000000004,94,0.36200000000000004,34,6.3,58,0.489,20.1,53.0,99,0.384,38,24.4,1.3,josh-selby-1,Exclude
2009,Jrue Holiday,California-Los Angeles,17,G,10.64,3.04,3.21,28.5,34.0,6.0,6.3,8.46,9.1,75.25,76.25,100.5,199.0,79.0,23.8,129,1.7,18,,pac-10,,88.0,0.504,249,112,0.249,62,0.726,45,950.0,,44.0,75.0,296,,55,0.353,88,0.307,27,8.9,132,0.532,21.2,75.0,161,0.528,85,19.3,3.3,jrue-holiday-1,Starter
2002,Juan Dixon,Maryland,17,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,15.8,104,0.4,7,,acc,,117.0,0.555,535,251,0.293,157,0.898,141,1209.0,,49.0,72.0,735,,92,0.434,232,0.397,92,7.0,166,0.603,12.7,89.0,303,0.525,159,26.1,6.8,juan-dixon-1,Role Player
2007,Julian Wright,Kansas,13,F,11.48,3.1,3.36,28.5,33.5,2.0,6.1,8.95,9.59,78.5,80.5,108.0,211.0,86.25,14.5,82,3.4,49,,big-12,,202.0,0.5529999999999999,346,190,0.344,119,0.613,73,1048.0,,96.0,94.0,456,,55,0.038,13,0.231,3,15.8,298,0.5660000000000001,18.4,91.0,333,0.562,187,22.8,6.6,julian-wright-1,Role Player
2005,Julius Hodge,North Carolina State,20,G,10.89,3.04,3.18,24.5,29.0,14.0,6.39,8.46,9.1,78.0,79.0,107.5,202.2,84.5,30.3,162,1.5,24,,acc,,140.0,0.51,400,197,0.633,253,0.6679999999999999,169,1177.0,,85.0,75.0,577,,48,0.138,55,0.255,14,11.5,225,0.555,14.6,89.0,345,0.53,183,26.8,5.1,julius-hodge-1,Exclude
2014,Julius Randle,Kentucky,7,F,11.45,3.14,3.27,29.0,35.5,11.36,9.4,8.75,8.25,79.75,81.0,105.5,249.7,84.0,10.0,57,2.6,31,7.1,sec,24.7,277.0,0.505,391,196,0.7390000000000001,289,0.706,204,1233.0,13.3,139.0,91.0,599,1.0,20,0.046,18,0.16699999999999998,3,19.2,416,0.5670000000000001,16.1,101.0,373,0.517,193,25.4,5.9,julius-randle-1,Role Player
2015,Justin Anderson,Virginia,21,F,11.13,2.88,3.22,38.0,43.0,12.0,5.0,8.5,9.5,77.25,78.25,101.0,230.6,83.75,14.0,45,2.5,14,12.2,acc,14.4,88.0,0.5720000000000001,221,103,0.371,82,0.78,64,724.0,3.1,17.0,30.0,317,1.6,17,0.47100000000000003,104,0.452,47,9.0,105,0.61,10.7,31.0,117,0.479,56,23.3,4.4,justin-anderson-1,Role Player
2012,Justin Hamilton,Louisiana State,45,G,11.18,3.04,3.18,30.0,37.5,17.0,8.0,8.46,9.1,75.0,76.12,103.0,217.0,83.0,7.0,30,4.7,43,6.5,sec,17.2,129.0,0.498,320,158,0.428,137,0.7809999999999999,107,990.0,11.8,109.0,83.0,426,1.5,25,0.038,12,0.25,3,14.2,238,0.5529999999999999,12.9,57.0,308,0.503,155,22.6,4.3,justin-hamilton-2,Exclude
2011,Justin Harper,Richmond,32,F,11.92,3.1,3.3,28.5,33.0,19.0,4.0,9.0,9.25,80.0,80.75,106.0,228.0,83.75,8.9,43,4.0,46,8.9,atlantic-10,18.6,194.0,0.618,459,245,0.257,118,0.797,94,1178.0,6.5,62.0,82.0,661,1.2,23,0.375,172,0.44799999999999995,77,12.8,256,0.642,9.8,56.0,287,0.585,168,26.8,7.1,justin-harper-1,Exclude
2018,Justin Jackson,Maryland,43,F,11.46,3.1,3.3,29.41,34.23,11.36,8.9,9.0,9.5,78.0,78.75,105.0,229.4,87.0,15.8,113,0.8,9,9.4,acc,10.8,128.0,0.531,596,264,0.22,131,0.748,98,1281.0,4.8,58.0,55.0,731,1.3,31,0.47700000000000004,284,0.37,105,7.8,186,0.555,9.5,69.0,312,0.51,159,25.7,6.1,justin-jackson-4,Exclude
2017,Justin Jackson,North Carolina,15,F,11.46,3.1,3.3,29.41,34.23,11.36,8.9,9.0,9.5,78.0,78.75,105.0,229.4,87.0,15.8,113,0.8,9,9.4,acc,10.8,128.0,0.531,596,264,0.22,131,0.748,98,1281.0,4.8,58.0,55.0,731,1.3,31,0.47700000000000004,284,0.37,105,7.8,186,0.555,9.5,69.0,312,0.51,159,25.7,6.1,justin-jackson-4,Exclude
2017,Justin Patton,Creighton,16,C,11.8,3.31,3.46,26.0,30.5,10.79,7.8,8.75,9.75,82.0,83.25,111.5,229.0,87.0,8.5,41,5.9,50,10.6,big-east,19.0,159.0,0.6890000000000001,296,200,0.294,87,0.517,45,885.0,8.0,59.0,96.0,453,1.9,30,0.051,15,0.5329999999999999,8,13.9,218,0.6709999999999999,15.1,60.0,281,0.6829999999999999,192,22.0,4.3,justin-patton-1,Exclude
2004,Justin Reed,Mississippi,40,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,41,,23,,sec,,132.0,0.48100000000000004,416,193,0.385,160,0.731,117,939.0,,77.0,86.0,517,,19,0.142,59,0.237,14,,209,0.525,14.4,83.0,357,0.501,179,,3.4,justin-reed-1,Exclude
2015,Justise Winslow,Duke,10,F,11.46,3.1,3.3,29.41,34.23,11.36,5.3,8.5,9.25,76.5,78.5,104.5,221.8,82.25,13.2,82,2.9,34,10.4,acc,19.8,203.0,0.551,356,173,0.43799999999999994,156,0.6409999999999999,100,1135.0,5.4,49.0,108.0,492,2.8,52,0.309,110,0.418,46,13.1,252,0.5720000000000001,14.2,71.0,246,0.516,127,22.9,5.5,justise-winslow-1,Role Player
2017,Kadeem Allen,Arizona,53,G,11.24,2.98,3.15,33.0,35.5,7.0,6.4,8.5,8.75,73.0,74.25,99.5,192.4,81.25,17.8,101,2.3,21,9.1,pac-12,13.8,125.0,0.521,236,107,0.49200000000000005,116,0.741,86,1020.0,1.5,12.0,83.0,332,3.1,53,0.318,75,0.42700000000000005,32,8.1,137,0.57,18.3,65.0,161,0.466,75,18.1,3.8,kadeem-allen-1,Exclude
2000,Kaniel Dickens,Idaho,50,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,27,,25,,big-west,,,0.512,243,118,0.6579999999999999,160,0.638,102,796.0,,,96.0,351,,26,0.14,34,0.382,13,,192,0.55,16.9,65.0,209,0.502,105,,2.4,kaniel-dickens-1,Exclude
2002,Kareem Rush,Missouri,20,G,11.86,3.04,3.22,26.0,30.0,15.0,6.39,8.46,9.1,76.75,76.12,103.5,199.0,81.75,,89,,22,,big-12,,140.0,0.521,585,249,0.22899999999999998,134,0.769,103,1149.0,,48.0,76.0,712,,39,0.46799999999999997,274,0.405,111,,188,0.5489999999999999,13.7,103.0,311,0.444,138,,4.7,kareem-rush-1,Role Player
2015,Karl-Anthony Towns,Kentucky,1,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,11.6,44,11.5,88,17.3,sec,22.3,169.0,0.57,256,145,0.523,134,0.813,109,822.0,14.2,92.0,115.0,401,1.4,18,0.031,8,0.25,2,18.5,261,0.627,14.2,53.0,248,0.5770000000000001,143,23.7,6.4,karl-anthony-towns-1,All-Star
2011,Kawhi Leonard,San Diego State,15,F,11.45,3.1,3.15,25.5,32.0,3.0,5.4,9.75,11.25,78.0,79.0,106.0,227.4,87.0,16.0,91,1.9,21,9.1,mwc,26.2,269.0,0.47100000000000003,475,211,0.305,145,0.759,110,1172.0,11.4,111.0,89.0,557,2.7,51,0.18100000000000002,86,0.29100000000000004,25,19.0,380,0.512,12.3,76.0,389,0.478,186,27.6,6.8,kawhi-leonard-1,All-Star
2016,Kay Felder,Oakland,54,G,11.52,2.9,3.15,35.5,44.0,8.78,5.8,8.25,8.5,68.25,69.5,88.5,177.2,74.5,50.0,324,0.5,7,8.7,horizon,9.7,123.0,0.502,612,269,0.461,282,0.848,239,1286.0,2.2,26.0,104.0,853,2.9,69,0.35,214,0.355,76,6.1,149,0.5720000000000001,13.9,120.0,398,0.485,193,31.3,7.6,kahlil-felder-1,Exclude
2018,Keita Bates-Diop,Ohio State,48,G,11.2,3.28,3.17,30.5,35.0,11.0,5.35,9.0,8.5,79.25,80.5,106.5,223.8,87.25,10.5,56,5.9,56,9.4,big-ten,24.5,244.0,0.544,515,247,0.27399999999999997,141,0.794,112,1125.0,5.7,52.0,57.0,672,1.6,31,0.35700000000000004,184,0.359,66,15.6,296,0.5770000000000001,9.5,62.0,331,0.547,181,29.4,6.1,keita-bates-diop-1,Exclude
2011,Keith Benson,Oakland,48,C,11.88,3.1,3.35,31.5,36.0,12.0,6.1,9.5,11.0,82.0,83.0,109.5,217.0,87.75,6.2,38,9.8,125,5.2,summit,24.1,261.0,0.5579999999999999,422,231,0.578,244,0.643,157,1133.0,9.5,93.0,108.0,628,1.4,28,0.055,23,0.391,9,17.2,354,0.584,10.9,66.0,399,0.556,222,24.9,5.7,keith-benson-1,Exclude
2003,Keith Bogans,Kentucky,43,G,11.43,3.04,3.25,29.5,35.0,10.0,8.0,8.46,9.1,76.25,76.12,101.0,213.0,81.25,,98,,4,,sec,,97.0,0.551,425,194,0.306,130,0.738,96,1068.0,,41.0,60.0,564,,42,0.49200000000000005,209,0.38299999999999995,80,,138,0.579,13.8,78.0,216,0.528,114,,5.0,keith-bogans-1,Role Player
2013,Kelly Olynyk,Gonzaga,13,F,11.42,2.99,3.59,24.5,29.5,5.0,6.65,8.5,10.0,82.75,84.0,108.0,234.0,81.75,15.1,55,5.1,36,13.4,wcc,22.6,158.0,0.642,342,215,0.49700000000000005,170,0.7759999999999999,132,845.0,11.8,77.0,72.0,571,1.6,22,0.08800000000000001,30,0.3,9,17.4,235,0.675,15.4,77.0,312,0.66,206,30.7,6.7,kelly-olynyk-1,Starter
2015,Kelly Oubre Jr.,Kansas,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,8.1,28,1.8,13,8.6,big-12,19.2,138.0,0.512,248,110,0.444,110,0.718,79,756.0,6.4,41.0,71.0,333,3.3,41,0.38299999999999995,95,0.358,34,13.2,179,0.555,12.5,43.0,153,0.49700000000000005,76,23.1,3.4,kelly-oubre-1,Role Player
2011,Kemba Walker,Connecticut,9,G,10.87,3.04,3.16,32.0,39.5,7.0,5.9,8.0,9.0,71.5,73.0,91.5,184.0,75.5,28.0,184,0.5,7,12.9,big-east,11.5,170.0,0.478,739,316,0.426,315,0.8190000000000001,258,1543.0,3.9,53.0,56.0,965,3.1,77,0.307,227,0.33,75,7.9,223,0.5429999999999999,9.5,93.0,512,0.47100000000000003,241,32.4,9.7,kemba-walker-1,Starter
2001,Ken Johnson,Ohio State,48,C,11.27,3.1,3.12,32.5,35.0,13.0,9.9,9.12,9.86,82.75,83.73,109.5,227.0,88.0,,25,,125,,big-ten,,163.0,0.578,251,145,0.5379999999999999,135,0.711,96,916.0,,63.0,81.0,386,,12,0.0,0,,0,,226,0.612,18.8,73.0,251,0.578,145,,6.2,ken-johnson-2,Exclude
2012,Kendall Marshall,North Carolina,13,G,12.03,3.04,3.23,31.0,37.0,8.78,7.8,8.5,9.0,75.25,76.25,96.0,198.4,77.5,45.1,351,0.5,6,4.2,acc,7.9,88.0,0.529,225,105,0.35100000000000003,79,0.696,55,1189.0,0.5,6.0,56.0,293,2.0,43,0.35100000000000003,79,0.354,28,4.2,94,0.5579999999999999,27.8,101.0,146,0.527,77,13.9,4.4,kendall-marshall-1,Exclude
2011,Kenneth Faried,Morehead State,22,F,11.35,3.1,3.26,30.5,35.0,16.0,6.3,8.5,10.25,78.0,79.5,108.0,224.6,84.0,7.4,37,8.8,82,9.9,ovc,31.4,308.0,0.623,374,233,0.644,241,0.5770000000000001,139,1216.0,20.0,200.0,108.0,605,3.4,67,0.0,0,,0,25.6,508,0.619,15.8,92.0,374,0.623,233,24.5,8.3,kenneth-faried-1,Starter
2001,Kenny Satterfield,Cincinnati,53,G,12.05,3.04,3.2,28.5,33.0,3.0,6.7,8.46,9.1,73.0,76.12,98.0,176.0,76.5,,177,,6,,cusa,,123.0,0.444,421,163,0.392,165,0.7879999999999999,130,1203.0,,42.0,89.0,504,,60,0.342,144,0.33299999999999996,48,,165,0.505,18.2,111.0,277,0.415,115,,4.6,kenny-satterfield-1,Exclude
2013,Kentavious Caldwell-Pope,Georgia,8,G,10.6,3.2,3.12,29.0,34.5,7.0,6.45,8.5,9.0,76.5,77.5,100.5,203.6,80.0,16.8,58,1.9,17,12.1,sec,21.3,189.0,0.53,430,186,0.39299999999999996,169,0.799,135,1086.0,4.3,37.0,70.0,591,3.8,65,0.523,225,0.373,84,12.9,226,0.579,11.1,64.0,205,0.498,102,29.2,6.2,kentavious-caldwell-pope-1,Starter
2000,Kenyon Martin,Cincinnati,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,42,,107,,cusa,,,0.5710000000000001,389,221,0.53,206,0.684,141,909.0,,,71.0,585,,43,0.018000000000000002,7,0.28600000000000003,2,,300,0.601,10.3,56.0,382,0.573,219,,9.0,kenyon-martin-1,Starter
